name,id,variable,date,value
Fort Peck Reservoir,10040104,vs,1979-01-01,7.385
Fort Peck Reservoir,10040104,vs,1979-02-01,7.412
Fort Peck Reservoir,10040104,vs,1979-03-01,8.143
Fort Peck Reservoir,10040104,vs,1979-04-01,8.841
Fort Peck Reservoir,10040104,vs,1979-05-01,8.441
Fort Peck Reservoir,10040104,vs,1979-06-01,9.169
Fort Peck Reservoir,10040104,vs,1979-07-01,7.426
Fort Peck Reservoir,10040104,vs,1979-08-01,7.676
Fort Peck Reservoir,10040104,vs,1979-09-01,8.431
Fort Peck Reservoir,10040104,vs,1979-10-01,9.141
Fort Peck Reservoir,10040104,vs,1979-11-01,8.382
Fort Peck Reservoir,10040104,vs,1979-12-01,10.093
Fort Peck Reservoir,10040104,vs,1980-01-01,9.127
Fort Peck Reservoir,10040104,vs,1980-02-01,7.067
Fort Peck Reservoir,10040104,vs,1980-03-01,8.706
Fort Peck Reservoir,10040104,vs,1980-04-01,9.645
Fort Peck Reservoir,10040104,vs,1980-05-01,8.337
Fort Peck Reservoir,10040104,vs,1980-06-01,8.346
Fort Peck Reservoir,10040104,vs,1980-07-01,8.279
Fort Peck Reservoir,10040104,vs,1980-08-01,8.667
Fort Peck Reservoir,10040104,vs,1980-09-01,9.13
Fort Peck Reservoir,10040104,vs,1980-10-01,9.099
Fort Peck Reservoir,10040104,vs,1980-11-01,9.711
Fort Peck Reservoir,10040104,vs,1980-12-01,9.308
Fort Peck Reservoir,10040104,vs,1981-01-01,7.232
Fort Peck Reservoir,10040104,vs,1981-02-01,9.704
Fort Peck Reservoir,10040104,vs,1981-03-01,7.286
Fort Peck Reservoir,10040104,vs,1981-04-01,10.723
Fort Peck Reservoir,10040104,vs,1981-05-01,9.377
Fort Peck Reservoir,10040104,vs,1981-06-01,9.825
Fort Peck Reservoir,10040104,vs,1981-07-01,8.172
Fort Peck Reservoir,10040104,vs,1981-08-01,6.559
Fort Peck Reservoir,10040104,vs,1981-09-01,8.604
Fort Peck Reservoir,10040104,vs,1981-10-01,9.376
Fort Peck Reservoir,10040104,vs,1981-11-01,7.502
Fort Peck Reservoir,10040104,vs,1981-12-01,7.829
Fort Peck Reservoir,10040104,vs,1982-01-01,8.325
Fort Peck Reservoir,10040104,vs,1982-02-01,7.93
Fort Peck Reservoir,10040104,vs,1982-03-01,8.819
Fort Peck Reservoir,10040104,vs,1982-04-01,10.279
Fort Peck Reservoir,10040104,vs,1982-05-01,8.824
Fort Peck Reservoir,10040104,vs,1982-06-01,6.885
Fort Peck Reservoir,10040104,vs,1982-07-01,8.08
Fort Peck Reservoir,10040104,vs,1982-08-01,7.739
Fort Peck Reservoir,10040104,vs,1982-09-01,8.932
Fort Peck Reservoir,10040104,vs,1982-10-01,8.82
Fort Peck Reservoir,10040104,vs,1982-11-01,7.751
Fort Peck Reservoir,10040104,vs,1982-12-01,8.774
Fort Peck Reservoir,10040104,vs,1983-01-01,7.713
Fort Peck Reservoir,10040104,vs,1983-02-01,6.716
Fort Peck Reservoir,10040104,vs,1983-03-01,7.862
Fort Peck Reservoir,10040104,vs,1983-04-01,8.331
Fort Peck Reservoir,10040104,vs,1983-05-01,8.669
Fort Peck Reservoir,10040104,vs,1983-06-01,8.27
Fort Peck Reservoir,10040104,vs,1983-07-01,9.181
Fort Peck Reservoir,10040104,vs,1983-08-01,7.368
Fort Peck Reservoir,10040104,vs,1983-09-01,10.019
Fort Peck Reservoir,10040104,vs,1983-10-01,7.803
Fort Peck Reservoir,10040104,vs,1983-11-01,7.867
Fort Peck Reservoir,10040104,vs,1983-12-01,7.308
Fort Peck Reservoir,10040104,vs,1984-01-01,10.163
Fort Peck Reservoir,10040104,vs,1984-02-01,8.818
Fort Peck Reservoir,10040104,vs,1984-03-01,8.017
Fort Peck Reservoir,10040104,vs,1984-04-01,10.735
Fort Peck Reservoir,10040104,vs,1984-05-01,10.733
Fort Peck Reservoir,10040104,vs,1984-06-01,8.775
Fort Peck Reservoir,10040104,vs,1984-07-01,7.832
Fort Peck Reservoir,10040104,vs,1984-08-01,8.35
Fort Peck Reservoir,10040104,vs,1984-09-01,9.14
Fort Peck Reservoir,10040104,vs,1984-10-01,8.995
Fort Peck Reservoir,10040104,vs,1984-11-01,8.162
Fort Peck Reservoir,10040104,vs,1984-12-01,8.26
Fort Peck Reservoir,10040104,vs,1985-01-01,8.663
Fort Peck Reservoir,10040104,vs,1985-02-01,9.238
Fort Peck Reservoir,10040104,vs,1985-03-01,9.104
Fort Peck Reservoir,10040104,vs,1985-04-01,10.461
Fort Peck Reservoir,10040104,vs,1985-05-01,8.297
Fort Peck Reservoir,10040104,vs,1985-06-01,9.918
Fort Peck Reservoir,10040104,vs,1985-07-01,8.165
Fort Peck Reservoir,10040104,vs,1985-08-01,8.4
Fort Peck Reservoir,10040104,vs,1985-09-01,10.23
Fort Peck Reservoir,10040104,vs,1985-10-01,10.917
Fort Peck Reservoir,10040104,vs,1985-11-01,7.97
Fort Peck Reservoir,10040104,vs,1985-12-01,10.101
Fort Peck Reservoir,10040104,vs,1986-01-01,9.629
Fort Peck Reservoir,10040104,vs,1986-02-01,7.215
Fort Peck Reservoir,10040104,vs,1986-03-01,9.716
Fort Peck Reservoir,10040104,vs,1986-04-01,10.171
Fort Peck Reservoir,10040104,vs,1986-05-01,10.699
Fort Peck Reservoir,10040104,vs,1986-06-01,8.524
Fort Peck Reservoir,10040104,vs,1986-07-01,8.283
Fort Peck Reservoir,10040104,vs,1986-08-01,7.57
Fort Peck Reservoir,10040104,vs,1986-09-01,8.648
Fort Peck Reservoir,10040104,vs,1986-10-01,7.995
Fort Peck Reservoir,10040104,vs,1986-11-01,9.027
Fort Peck Reservoir,10040104,vs,1986-12-01,9.291
Fort Peck Reservoir,10040104,vs,1987-01-01,9.812
Fort Peck Reservoir,10040104,vs,1987-02-01,7.532
Fort Peck Reservoir,10040104,vs,1987-03-01,8.736
Fort Peck Reservoir,10040104,vs,1987-04-01,9.586
Fort Peck Reservoir,10040104,vs,1987-05-01,8.521
Fort Peck Reservoir,10040104,vs,1987-06-01,9.522
Fort Peck Reservoir,10040104,vs,1987-07-01,7.98
Fort Peck Reservoir,10040104,vs,1987-08-01,8.062
Fort Peck Reservoir,10040104,vs,1987-09-01,7.495
Fort Peck Reservoir,10040104,vs,1987-10-01,9.065
Fort Peck Reservoir,10040104,vs,1987-11-01,7.86
Fort Peck Reservoir,10040104,vs,1987-12-01,9.634
Fort Peck Reservoir,10040104,vs,1988-01-01,9.299
Fort Peck Reservoir,10040104,vs,1988-02-01,9.811
Fort Peck Reservoir,10040104,vs,1988-03-01,10.974
Fort Peck Reservoir,10040104,vs,1988-04-01,9.784
Fort Peck Reservoir,10040104,vs,1988-05-01,10.51
Fort Peck Reservoir,10040104,vs,1988-06-01,8.942
Fort Peck Reservoir,10040104,vs,1988-07-01,8.526
Fort Peck Reservoir,10040104,vs,1988-08-01,8.42
Fort Peck Reservoir,10040104,vs,1988-09-01,9.19
Fort Peck Reservoir,10040104,vs,1988-10-01,9.007
Fort Peck Reservoir,10040104,vs,1988-11-01,9.742
Fort Peck Reservoir,10040104,vs,1988-12-01,9.135
Fort Peck Reservoir,10040104,vs,1989-01-01,10.458
Fort Peck Reservoir,10040104,vs,1989-02-01,8.148
Fort Peck Reservoir,10040104,vs,1989-03-01,6.858
Fort Peck Reservoir,10040104,vs,1989-04-01,9.102
Fort Peck Reservoir,10040104,vs,1989-05-01,9.802
Fort Peck Reservoir,10040104,vs,1989-06-01,8.546
Fort Peck Reservoir,10040104,vs,1989-07-01,8.258
Fort Peck Reservoir,10040104,vs,1989-08-01,8.193
Fort Peck Reservoir,10040104,vs,1989-09-01,8.468
Fort Peck Reservoir,10040104,vs,1989-10-01,8.704
Fort Peck Reservoir,10040104,vs,1989-11-01,10.4
Fort Peck Reservoir,10040104,vs,1989-12-01,8.814
Fort Peck Reservoir,10040104,vs,1990-01-01,10.505
Fort Peck Reservoir,10040104,vs,1990-02-01,9.578
Fort Peck Reservoir,10040104,vs,1990-03-01,8.736
Fort Peck Reservoir,10040104,vs,1990-04-01,8.515
Fort Peck Reservoir,10040104,vs,1990-05-01,8.801
Fort Peck Reservoir,10040104,vs,1990-06-01,9.66
Fort Peck Reservoir,10040104,vs,1990-07-01,8.042
Fort Peck Reservoir,10040104,vs,1990-08-01,7.91
Fort Peck Reservoir,10040104,vs,1990-09-01,8.051
Fort Peck Reservoir,10040104,vs,1990-10-01,10.435
Fort Peck Reservoir,10040104,vs,1990-11-01,10.106
Fort Peck Reservoir,10040104,vs,1990-12-01,9.963
Fort Peck Reservoir,10040104,vs,1991-01-01,9.411
Fort Peck Reservoir,10040104,vs,1991-02-01,9.438
Fort Peck Reservoir,10040104,vs,1991-03-01,8.64
Fort Peck Reservoir,10040104,vs,1991-04-01,10.074
Fort Peck Reservoir,10040104,vs,1991-05-01,8.767
Fort Peck Reservoir,10040104,vs,1991-06-01,8.729
Fort Peck Reservoir,10040104,vs,1991-07-01,8.038
Fort Peck Reservoir,10040104,vs,1991-08-01,8.162
Fort Peck Reservoir,10040104,vs,1991-09-01,8.602
Fort Peck Reservoir,10040104,vs,1991-10-01,10.155
Fort Peck Reservoir,10040104,vs,1991-11-01,9.32
Fort Peck Reservoir,10040104,vs,1991-12-01,9.718
Fort Peck Reservoir,10040104,vs,1992-01-01,9.813
Fort Peck Reservoir,10040104,vs,1992-02-01,7.811
Fort Peck Reservoir,10040104,vs,1992-03-01,6.934
Fort Peck Reservoir,10040104,vs,1992-04-01,10.125
Fort Peck Reservoir,10040104,vs,1992-05-01,9.44
Fort Peck Reservoir,10040104,vs,1992-06-01,8.702
Fort Peck Reservoir,10040104,vs,1992-07-01,7.262
