scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),34,16.684,23,Fort Belknap,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),34,16.684,23,Fort Belknap,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),30.883,15.8,20.75,Fort Belknap,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),38.033,16,24.333,Fort Belknap,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),43.367,14.933,23.834,Fort Belknap,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),35.667,16.5,23,Fort Belknap,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),40.05,18,25,Fort Belknap,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),36.55,16.5,24.25,Fort Belknap,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),37.883,16.267,27.25,Fort Belknap,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),35.35,17,24,Fort Belknap,con-dry
