scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),0.619,0.017,0.229,Missoula,con-wet
Historical Emissions,Jan,End-of-Century (2070-2099),0.619,0.017,0.229,Missoula,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),0.907,0.189,0.487,Missoula,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),0.713,0.051,0.288,Missoula,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),0.798,0.162,0.356,Missoula,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),0.697,0.059,0.301,Missoula,con-wet
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),0.808,0.052,0.496,Missoula,con-wet
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),0.771,0.042,0.305,Missoula,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),0.739,0.077,0.339,Missoula,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),0.756,0.042,0.31,Missoula,con-wet
