scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),1,0,0.111,Crow,con-wet
Historical Emissions,Jan,End-of-Century (2070-2099),1,0,0.111,Crow,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),1,0,0.056,Crow,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),1,0,0.222,Crow,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),1.389,0,0.167,Crow,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),1,0,0.444,Crow,con-wet
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),1.05,0.078,0.527,Crow,con-wet
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),1,0,0.389,Crow,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),1.6,0,0.139,Crow,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),1,0,0.278,Crow,con-wet
