year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,42.402,38.814,40.266,Crow,penman
1951,Historical Emissions,43.057,38.31,41.375,Crow,penman
1952,Historical Emissions,45.055,38.451,40.001,Crow,penman
1953,Historical Emissions,43.961,36.865,40.562,Crow,penman
1954,Historical Emissions,42.409,36.744,39.966,Crow,penman
1955,Historical Emissions,44.45,37.676,38.766,Crow,penman
1956,Historical Emissions,46.861,38.337,41.623,Crow,penman
1957,Historical Emissions,46.091,36.239,39.28,Crow,penman
1958,Historical Emissions,41.892,37.409,39.766,Crow,penman
1959,Historical Emissions,40.631,35.431,38.125,Crow,penman
1960,Historical Emissions,43.029,37.657,38.685,Crow,penman
1961,Historical Emissions,41.662,37.771,39.692,Crow,penman
1962,Historical Emissions,41.864,35.627,40.272,Crow,penman
1963,Historical Emissions,41.314,36.547,37.635,Crow,penman
1964,Historical Emissions,41.932,36.034,39.05,Crow,penman
1965,Historical Emissions,42.522,35.295,39.84,Crow,penman
1966,Historical Emissions,43.225,36.344,37.784,Crow,penman
1967,Historical Emissions,43.022,36.847,38.932,Crow,penman
1968,Historical Emissions,40.432,34.424,37.897,Crow,penman
1969,Historical Emissions,41.547,37.105,39.441,Crow,penman
1970,Historical Emissions,41.599,37.744,39.304,Crow,penman
1971,Historical Emissions,43.221,38.755,40.616,Crow,penman
1972,Historical Emissions,41.668,37.053,39.243,Crow,penman
1973,Historical Emissions,43.067,35.42,38.449,Crow,penman
1974,Historical Emissions,40.939,36.86,38.64,Crow,penman
1975,Historical Emissions,41.231,36.837,39.696,Crow,penman
1976,Historical Emissions,40.854,37.807,38.832,Crow,penman
1977,Historical Emissions,43.051,37.395,39.934,Crow,penman
1978,Historical Emissions,41.168,35.397,39.815,Crow,penman
1979,Historical Emissions,42.065,36.246,40.65,Crow,penman
1980,Historical Emissions,42.321,34.82,40.897,Crow,penman
1981,Historical Emissions,41.846,38.105,40.383,Crow,penman
1982,Historical Emissions,42.799,36.894,39.124,Crow,penman
1983,Historical Emissions,40.374,36.962,39.578,Crow,penman
1984,Historical Emissions,42.092,38.379,39.692,Crow,penman
1985,Historical Emissions,43.267,37.927,40.15,Crow,penman
1986,Historical Emissions,39.703,34.419,38.386,Crow,penman
1987,Historical Emissions,39.823,35.986,37.92,Crow,penman
1988,Historical Emissions,40.323,36.163,38.428,Crow,penman
1989,Historical Emissions,42.031,37.353,39.561,Crow,penman
1990,Historical Emissions,44.136,38.273,40.566,Crow,penman
1991,Historical Emissions,42.365,37.858,39.282,Crow,penman
1992,Historical Emissions,41.146,37.078,39.043,Crow,penman
1993,Historical Emissions,41.503,37.729,38.204,Crow,penman
1994,Historical Emissions,43.509,37.229,40.937,Crow,penman
1995,Historical Emissions,44.308,37.921,41.825,Crow,penman
1996,Historical Emissions,46.388,39.293,43.888,Crow,penman
1997,Historical Emissions,41.515,37.385,39.92,Crow,penman
1998,Historical Emissions,43.216,38.254,40.037,Crow,penman
1999,Historical Emissions,41.763,37.263,40.932,Crow,penman
2000,Historical Emissions,42.409,37.849,41.652,Crow,penman
2001,Historical Emissions,42.847,37.848,41.27,Crow,penman
2002,Historical Emissions,43.964,39.66,41.816,Crow,penman
2003,Historical Emissions,44.241,38.929,41.506,Crow,penman
2004,Historical Emissions,45.999,40.136,41.276,Crow,penman
2005,Historical Emissions,45.679,40.181,42.677,Crow,penman
2006,Historical Emissions,43.379,37.812,40.316,Crow,penman
2007,Historical Emissions,42.358,39.499,40.438,Crow,penman
2008,Historical Emissions,43.718,38.538,40.65,Crow,penman
2009,Historical Emissions,43.197,37.971,40.919,Crow,penman
2010,Historical Emissions,44.707,38.922,41.416,Crow,penman
2011,Historical Emissions,44.851,40.349,41.677,Crow,penman
2012,Historical Emissions,42.888,40.81,42.241,Crow,penman
2013,Historical Emissions,44.988,38.998,42.434,Crow,penman
2014,Historical Emissions,45.31,41.779,42.987,Crow,penman
2015,"Moderating Emissions
(SSP1-2.6)",46.233,39.712,44.464,Crow,penman
2015,"Middle of the Road
(SSP2-4.5)",46.808,39.227,42.709,Crow,penman
2015,"High Emissions
(SSP3-7.0)",43.979,40.594,42.783,Crow,penman
2015,"Accelerating Emissions
(SSP5-8.5)",46.386,38.49,42.31,Crow,penman
2016,"Moderating Emissions
(SSP1-2.6)",44.17,41.084,42.332,Crow,penman
2016,"Middle of the Road
(SSP2-4.5)",43.464,38.328,42.211,Crow,penman
2016,"High Emissions
(SSP3-7.0)",46.222,39.962,41.177,Crow,penman
2016,"Accelerating Emissions
(SSP5-8.5)",45.311,39.206,41.028,Crow,penman
2017,"Moderating Emissions
(SSP1-2.6)",43.991,40.2,41.939,Crow,penman
2017,"Middle of the Road
(SSP2-4.5)",46.318,39.639,41.51,Crow,penman
2017,"High Emissions
(SSP3-7.0)",43.756,39.699,42.217,Crow,penman
2017,"Accelerating Emissions
(SSP5-8.5)",45.709,40.126,42.201,Crow,penman
2018,"Moderating Emissions
(SSP1-2.6)",43.28,39.011,41.389,Crow,penman
2018,"Middle of the Road
(SSP2-4.5)",45.073,39.458,41.58,Crow,penman
2018,"High Emissions
(SSP3-7.0)",42.564,36.822,40.429,Crow,penman
2018,"Accelerating Emissions
(SSP5-8.5)",44.58,38.166,41.508,Crow,penman
2019,"Moderating Emissions
(SSP1-2.6)",44.693,41.556,43.026,Crow,penman
2019,"Middle of the Road
(SSP2-4.5)",46.303,40.375,42.054,Crow,penman
2019,"High Emissions
(SSP3-7.0)",43.326,38.486,42.093,Crow,penman
2019,"Accelerating Emissions
(SSP5-8.5)",49.508,39.581,43.796,Crow,penman
2020,"Moderating Emissions
(SSP1-2.6)",48.121,38.631,41.334,Crow,penman
2020,"Middle of the Road
(SSP2-4.5)",46.168,40.439,42.841,Crow,penman
2020,"High Emissions
(SSP3-7.0)",44.624,38.284,41.602,Crow,penman
2020,"Accelerating Emissions
(SSP5-8.5)",43.502,38.078,41.687,Crow,penman
2021,"Moderating Emissions
(SSP1-2.6)",45.107,39.412,41.642,Crow,penman
2021,"Middle of the Road
(SSP2-4.5)",47.658,38.571,44.889,Crow,penman
2021,"High Emissions
(SSP3-7.0)",45.924,39.561,42.202,Crow,penman
2021,"Accelerating Emissions
(SSP5-8.5)",45.639,39.747,42.148,Crow,penman
2022,"Moderating Emissions
(SSP1-2.6)",45.27,40.686,42.949,Crow,penman
2022,"Middle of the Road
(SSP2-4.5)",45.815,37.729,43.537,Crow,penman
2022,"High Emissions
(SSP3-7.0)",42.807,39.111,40.285,Crow,penman
2022,"Accelerating Emissions
(SSP5-8.5)",48.09,39.483,43.24,Crow,penman
2023,"Moderating Emissions
(SSP1-2.6)",44.42,40.31,41.114,Crow,penman
2023,"Middle of the Road
(SSP2-4.5)",47.307,39.562,41.949,Crow,penman
2023,"High Emissions
(SSP3-7.0)",46.393,39.095,42.149,Crow,penman
2023,"Accelerating Emissions
(SSP5-8.5)",42.415,38.592,40.381,Crow,penman
2024,"Moderating Emissions
(SSP1-2.6)",45.341,38.688,42.642,Crow,penman
2024,"Middle of the Road
(SSP2-4.5)",45.293,39.819,42.85,Crow,penman
2024,"High Emissions
(SSP3-7.0)",47.159,39.908,43.06,Crow,penman
2024,"Accelerating Emissions
(SSP5-8.5)",44.448,40.681,41.614,Crow,penman
2025,"Moderating Emissions
(SSP1-2.6)",44.722,41.284,42.887,Crow,penman
2025,"Middle of the Road
(SSP2-4.5)",44.635,39.206,42.257,Crow,penman
2025,"High Emissions
(SSP3-7.0)",46.147,41.808,44.084,Crow,penman
2025,"Accelerating Emissions
(SSP5-8.5)",45.239,40.241,42.916,Crow,penman
2026,"Moderating Emissions
(SSP1-2.6)",46.036,39.6,43.404,Crow,penman
2026,"Middle of the Road
(SSP2-4.5)",46.815,40.732,43.478,Crow,penman
