year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,17.298,12.85,14.689,Butte,pr
1951,Historical Emissions,17.687,13.387,15.422,Butte,pr
1952,Historical Emissions,19.097,11.922,16.512,Butte,pr
1953,Historical Emissions,18.899,13.954,17.29,Butte,pr
1954,Historical Emissions,21.368,14.797,17.062,Butte,pr
1955,Historical Emissions,19.535,12.736,18.45,Butte,pr
1956,Historical Emissions,18.537,12.452,14.06,Butte,pr
1957,Historical Emissions,20.11,13.238,18.321,Butte,pr
1958,Historical Emissions,19.869,16.417,17.495,Butte,pr
1959,Historical Emissions,20.124,13.577,15.432,Butte,pr
1960,Historical Emissions,21.432,13.764,17.782,Butte,pr
1961,Historical Emissions,18.498,13.282,16.637,Butte,pr
1962,Historical Emissions,20.173,11.358,16.688,Butte,pr
1963,Historical Emissions,19.01,15.748,17.633,Butte,pr
1964,Historical Emissions,18.676,13.741,18.061,Butte,pr
1965,Historical Emissions,17.755,13.698,15.171,Butte,pr
1966,Historical Emissions,20.765,15.302,17.937,Butte,pr
1967,Historical Emissions,21.069,12.206,16.7,Butte,pr
1968,Historical Emissions,20.278,15.173,17.164,Butte,pr
1969,Historical Emissions,17.436,13.702,16.05,Butte,pr
1970,Historical Emissions,18.832,13.507,16.791,Butte,pr
1971,Historical Emissions,17.454,13.024,15.882,Butte,pr
1972,Historical Emissions,18.25,14.853,17.41,Butte,pr
1973,Historical Emissions,21.68,15.237,17.801,Butte,pr
1974,Historical Emissions,21.083,13.045,17.603,Butte,pr
1975,Historical Emissions,19.963,13.714,17.165,Butte,pr
1976,Historical Emissions,19.726,15.247,18.443,Butte,pr
1977,Historical Emissions,19.723,13.288,16.633,Butte,pr
1978,Historical Emissions,20.43,16.865,17.648,Butte,pr
1979,Historical Emissions,19.949,13.607,17.134,Butte,pr
1980,Historical Emissions,20.514,13.533,15.891,Butte,pr
1981,Historical Emissions,18.932,13.047,14.893,Butte,pr
1982,Historical Emissions,20.297,15.398,17.117,Butte,pr
1983,Historical Emissions,18.821,13.719,16.588,Butte,pr
1984,Historical Emissions,19.662,13.56,16.092,Butte,pr
1985,Historical Emissions,19.877,15.425,18.103,Butte,pr
1986,Historical Emissions,23.089,16.216,18.339,Butte,pr
1987,Historical Emissions,19.651,14.076,16.774,Butte,pr
1988,Historical Emissions,19.945,15.775,18.308,Butte,pr
1989,Historical Emissions,19.387,14.986,16.921,Butte,pr
1990,Historical Emissions,20.252,14.973,16.846,Butte,pr
1991,Historical Emissions,22.383,12.763,16.381,Butte,pr
1992,Historical Emissions,17.731,13.857,16.555,Butte,pr
1993,Historical Emissions,18.657,15.348,17.415,Butte,pr
1994,Historical Emissions,19.814,12.623,16.026,Butte,pr
1995,Historical Emissions,17.773,12.993,15.76,Butte,pr
1996,Historical Emissions,18.91,10.498,14.26,Butte,pr
1997,Historical Emissions,19.597,14.241,16.785,Butte,pr
1998,Historical Emissions,20.831,15.518,17.577,Butte,pr
1999,Historical Emissions,21.311,14.321,17.361,Butte,pr
2000,Historical Emissions,19.279,15.101,16.643,Butte,pr
