year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,209.347,177.213,200.467,Sanders County,freeze-free
1951,Historical Emissions,208.4,181.987,197.333,Sanders County,freeze-free
1952,Historical Emissions,206.427,170.813,184.867,Sanders County,freeze-free
1953,Historical Emissions,199.24,180.04,191.467,Sanders County,freeze-free
1954,Historical Emissions,206.187,180.64,190.333,Sanders County,freeze-free
1955,Historical Emissions,201.213,186.013,191.733,Sanders County,freeze-free
1956,Historical Emissions,215.293,183.96,192.467,Sanders County,freeze-free
1957,Historical Emissions,213.56,181.227,202,Sanders County,freeze-free
1958,Historical Emissions,205.28,186.187,195.6,Sanders County,freeze-free
1959,Historical Emissions,199.76,184.2,193,Sanders County,freeze-free
1960,Historical Emissions,204.667,178.853,194.133,Sanders County,freeze-free
1961,Historical Emissions,201.88,186.907,197.867,Sanders County,freeze-free
1962,Historical Emissions,201.387,174.907,192.2,Sanders County,freeze-free
1963,Historical Emissions,199.84,187.867,193.2,Sanders County,freeze-free
1964,Historical Emissions,202.333,176.32,184.8,Sanders County,freeze-free
1965,Historical Emissions,201.84,181.733,187.467,Sanders County,freeze-free
1966,Historical Emissions,206.813,182.893,201.067,Sanders County,freeze-free
1967,Historical Emissions,210.04,175.24,188.467,Sanders County,freeze-free
1968,Historical Emissions,212.2,165.053,194.267,Sanders County,freeze-free
1969,Historical Emissions,193.72,177.347,182.267,Sanders County,freeze-free
1970,Historical Emissions,209.16,181.08,195.6,Sanders County,freeze-free
1971,Historical Emissions,220,182.107,197.8,Sanders County,freeze-free
1972,Historical Emissions,201.347,181.053,189.867,Sanders County,freeze-free
1973,Historical Emissions,219.32,177.173,200,Sanders County,freeze-free
1974,Historical Emissions,204.76,181.36,193.467,Sanders County,freeze-free
1975,Historical Emissions,205.64,178.853,193.4,Sanders County,freeze-free
1976,Historical Emissions,207.32,183.813,194.733,Sanders County,freeze-free
1977,Historical Emissions,214.693,187.307,199.733,Sanders County,freeze-free
1978,Historical Emissions,223.24,181.013,199.933,Sanders County,freeze-free
1979,Historical Emissions,211.613,189.333,194.067,Sanders County,freeze-free
1980,Historical Emissions,200.587,178.92,193.667,Sanders County,freeze-free
1981,Historical Emissions,210.933,187.84,195.533,Sanders County,freeze-free
1982,Historical Emissions,214.467,187.813,199,Sanders County,freeze-free
1983,Historical Emissions,209.107,178.147,187.667,Sanders County,freeze-free
1984,Historical Emissions,212.653,188.533,197.2,Sanders County,freeze-free
1985,Historical Emissions,216.627,195.747,200.533,Sanders County,freeze-free
1986,Historical Emissions,207.573,178.84,193.467,Sanders County,freeze-free
1987,Historical Emissions,206.707,180.8,195.133,Sanders County,freeze-free
1988,Historical Emissions,205.427,185.253,195.133,Sanders County,freeze-free
1989,Historical Emissions,204.88,185.293,194.8,Sanders County,freeze-free
1990,Historical Emissions,211.68,178.533,207.533,Sanders County,freeze-free
