year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,6.781,6.228,6.322,Missoula,sfcWind
1951,Historical Emissions,6.658,6.11,6.451,Missoula,sfcWind
1952,Historical Emissions,6.673,6.155,6.42,Missoula,sfcWind
1953,Historical Emissions,6.852,6.182,6.468,Missoula,sfcWind
1954,Historical Emissions,6.911,6.137,6.673,Missoula,sfcWind
1955,Historical Emissions,6.576,6.078,6.358,Missoula,sfcWind
1956,Historical Emissions,7.018,6.259,6.498,Missoula,sfcWind
1957,Historical Emissions,7.06,6.333,6.53,Missoula,sfcWind
1958,Historical Emissions,6.857,6.213,6.366,Missoula,sfcWind
1959,Historical Emissions,6.761,6.269,6.494,Missoula,sfcWind
1960,Historical Emissions,6.88,6.41,6.641,Missoula,sfcWind
1961,Historical Emissions,6.763,6.35,6.562,Missoula,sfcWind
1962,Historical Emissions,6.587,6.198,6.467,Missoula,sfcWind
1963,Historical Emissions,6.666,6.088,6.505,Missoula,sfcWind
1964,Historical Emissions,6.974,6.281,6.407,Missoula,sfcWind
1965,Historical Emissions,6.924,6.272,6.488,Missoula,sfcWind
1966,Historical Emissions,6.771,6.424,6.578,Missoula,sfcWind
1967,Historical Emissions,6.749,6.135,6.591,Missoula,sfcWind
1968,Historical Emissions,6.857,6.041,6.513,Missoula,sfcWind
1969,Historical Emissions,6.782,6.153,6.472,Missoula,sfcWind
1970,Historical Emissions,6.778,6.252,6.474,Missoula,sfcWind
1971,Historical Emissions,6.799,6.331,6.555,Missoula,sfcWind
1972,Historical Emissions,6.728,6.478,6.602,Missoula,sfcWind
1973,Historical Emissions,6.655,6.13,6.451,Missoula,sfcWind
1974,Historical Emissions,6.763,6.019,6.57,Missoula,sfcWind
1975,Historical Emissions,6.848,6.159,6.455,Missoula,sfcWind
1976,Historical Emissions,6.732,6.429,6.599,Missoula,sfcWind
1977,Historical Emissions,6.694,6.129,6.223,Missoula,sfcWind
1978,Historical Emissions,6.59,6.199,6.419,Missoula,sfcWind
1979,Historical Emissions,6.718,6.286,6.49,Missoula,sfcWind
1980,Historical Emissions,6.938,6.115,6.652,Missoula,sfcWind
1981,Historical Emissions,6.841,6.214,6.376,Missoula,sfcWind
1982,Historical Emissions,6.812,5.978,6.529,Missoula,sfcWind
1983,Historical Emissions,7.005,6.162,6.313,Missoula,sfcWind
1984,Historical Emissions,6.689,6.154,6.465,Missoula,sfcWind
1985,Historical Emissions,6.606,6.276,6.436,Missoula,sfcWind
1986,Historical Emissions,6.718,6.129,6.492,Missoula,sfcWind
1987,Historical Emissions,6.965,6.083,6.392,Missoula,sfcWind
1988,Historical Emissions,6.766,6.37,6.612,Missoula,sfcWind
1989,Historical Emissions,6.634,6.163,6.283,Missoula,sfcWind
1990,Historical Emissions,6.762,5.797,6.552,Missoula,sfcWind
1991,Historical Emissions,6.748,6.101,6.501,Missoula,sfcWind
1992,Historical Emissions,6.7,6.396,6.602,Missoula,sfcWind
1993,Historical Emissions,6.563,6.103,6.284,Missoula,sfcWind
1994,Historical Emissions,6.706,6.014,6.26,Missoula,sfcWind
1995,Historical Emissions,6.875,6.218,6.589,Missoula,sfcWind
1996,Historical Emissions,6.792,5.977,6.535,Missoula,sfcWind
1997,Historical Emissions,6.622,6.156,6.417,Missoula,sfcWind
1998,Historical Emissions,6.577,6.053,6.28,Missoula,sfcWind
