year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,27.6,15.65,21,Northern Cheyenne,con-dry
1951,Historical Emissions,32,17.7,24.5,Northern Cheyenne,con-dry
1952,Historical Emissions,32.2,15.95,18.25,Northern Cheyenne,con-dry
1953,Historical Emissions,22.6,15.2,19.25,Northern Cheyenne,con-dry
1954,Historical Emissions,28.25,10.4,22.5,Northern Cheyenne,con-dry
1955,Historical Emissions,31.7,14.5,22,Northern Cheyenne,con-dry
1956,Historical Emissions,34.5,14.95,27,Northern Cheyenne,con-dry
1957,Historical Emissions,32.05,12.85,22.5,Northern Cheyenne,con-dry
1958,Historical Emissions,24.2,16.15,21.75,Northern Cheyenne,con-dry
1959,Historical Emissions,19.1,12.95,14.75,Northern Cheyenne,con-dry
1960,Historical Emissions,27.5,12.8,15.5,Northern Cheyenne,con-dry
1961,Historical Emissions,26.05,15.25,20.5,Northern Cheyenne,con-dry
1962,Historical Emissions,29.35,13,20,Northern Cheyenne,con-dry
1963,Historical Emissions,23.8,16,20.5,Northern Cheyenne,con-dry
1964,Historical Emissions,29.8,18.3,20,Northern Cheyenne,con-dry
1965,Historical Emissions,29.8,17.6,22,Northern Cheyenne,con-dry
1966,Historical Emissions,39.1,14.2,22,Northern Cheyenne,con-dry
1967,Historical Emissions,31.85,14,18.25,Northern Cheyenne,con-dry
1968,Historical Emissions,23.75,16.6,20,Northern Cheyenne,con-dry
1969,Historical Emissions,27.5,14,19,Northern Cheyenne,con-dry
1970,Historical Emissions,32.2,15.6,20,Northern Cheyenne,con-dry
1971,Historical Emissions,31.6,17.6,25.5,Northern Cheyenne,con-dry
1972,Historical Emissions,32.55,17.3,24.5,Northern Cheyenne,con-dry
1973,Historical Emissions,42.35,12.4,17.75,Northern Cheyenne,con-dry
1974,Historical Emissions,29.6,12.35,16.25,Northern Cheyenne,con-dry
1975,Historical Emissions,27.4,17.2,21.25,Northern Cheyenne,con-dry
1976,Historical Emissions,22.7,14.2,15,Northern Cheyenne,con-dry
1977,Historical Emissions,23.35,14.9,19,Northern Cheyenne,con-dry
1978,Historical Emissions,29,14.75,22.75,Northern Cheyenne,con-dry
1979,Historical Emissions,28.55,16.2,21,Northern Cheyenne,con-dry
1980,Historical Emissions,22.3,16.55,19.5,Northern Cheyenne,con-dry
1981,Historical Emissions,30.15,15.4,20.25,Northern Cheyenne,con-dry
1982,Historical Emissions,26.35,12.3,19.75,Northern Cheyenne,con-dry
1983,Historical Emissions,36,13.65,18.75,Northern Cheyenne,con-dry
1984,Historical Emissions,29.2,14.75,21,Northern Cheyenne,con-dry
1985,Historical Emissions,29.4,13.6,20,Northern Cheyenne,con-dry
1986,Historical Emissions,22.2,13.7,17,Northern Cheyenne,con-dry
1987,Historical Emissions,23.4,13.25,16,Northern Cheyenne,con-dry
1988,Historical Emissions,27.75,13.45,21,Northern Cheyenne,con-dry
1989,Historical Emissions,26.5,14.7,20,Northern Cheyenne,con-dry
1990,Historical Emissions,30,14.9,20.5,Northern Cheyenne,con-dry
1991,Historical Emissions,26.3,16.75,21,Northern Cheyenne,con-dry
1992,Historical Emissions,33.6,15.4,22,Northern Cheyenne,con-dry
1993,Historical Emissions,25.75,13.8,18,Northern Cheyenne,con-dry
1994,Historical Emissions,21.9,16.15,19,Northern Cheyenne,con-dry
1995,Historical Emissions,31.5,17.95,21.75,Northern Cheyenne,con-dry
1996,Historical Emissions,38.2,16,23.25,Northern Cheyenne,con-dry
1997,Historical Emissions,30.3,14.8,21,Northern Cheyenne,con-dry
1998,Historical Emissions,28.25,14.8,21,Northern Cheyenne,con-dry
1999,Historical Emissions,24,16.2,18.75,Northern Cheyenne,con-dry
2000,Historical Emissions,31.4,16,23.25,Northern Cheyenne,con-dry
2001,Historical Emissions,25.2,14.65,19.25,Northern Cheyenne,con-dry
2002,Historical Emissions,22,13.6,20,Northern Cheyenne,con-dry
2003,Historical Emissions,23.65,15.25,17.5,Northern Cheyenne,con-dry
2004,Historical Emissions,44.75,13.5,18.75,Northern Cheyenne,con-dry
