year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,26.823,9.681,17.795,Malta,above90
1951,Historical Emissions,32.481,9.09,16.74,Malta,above90
1952,Historical Emissions,29.221,4.618,16.008,Malta,above90
1953,Historical Emissions,22.005,5.999,12.583,Malta,above90
1954,Historical Emissions,23.197,2.173,9.291,Malta,above90
1955,Historical Emissions,26.465,7.215,11.583,Malta,above90
1956,Historical Emissions,43.161,6.345,13.377,Malta,above90
1957,Historical Emissions,35.963,6.422,11.944,Malta,above90
1958,Historical Emissions,27.782,2.087,11.063,Malta,above90
1959,Historical Emissions,15.527,0.645,11.575,Malta,above90
1960,Historical Emissions,28.422,4.365,8.819,Malta,above90
1961,Historical Emissions,21.509,4.183,9.355,Malta,above90
1962,Historical Emissions,26.353,4.838,12.795,Malta,above90
1963,Historical Emissions,13.675,3.238,9.267,Malta,above90
1964,Historical Emissions,25.729,5.397,19.465,Malta,above90
1965,Historical Emissions,17.706,7.657,11.205,Malta,above90
1966,Historical Emissions,33.798,3.68,9.859,Malta,above90
1967,Historical Emissions,20.964,5.055,13.103,Malta,above90
1968,Historical Emissions,12.813,3.519,10.716,Malta,above90
1969,Historical Emissions,22.279,4.812,16.401,Malta,above90
1970,Historical Emissions,14.686,3.021,9.023,Malta,above90
1971,Historical Emissions,22.425,4.851,15.244,Malta,above90
1972,Historical Emissions,18.859,5.535,12.173,Malta,above90
1973,Historical Emissions,32.155,7.354,13.787,Malta,above90
1974,Historical Emissions,15.948,4.866,9.394,Malta,above90
1975,Historical Emissions,20.691,5.435,11.716,Malta,above90
1976,Historical Emissions,19.358,2.806,9.946,Malta,above90
1977,Historical Emissions,21.991,2.42,8.158,Malta,above90
1978,Historical Emissions,18.519,4.996,9.93,Malta,above90
1979,Historical Emissions,20.671,4.099,11.685,Malta,above90
1980,Historical Emissions,14.908,7.167,11.765,Malta,above90
1981,Historical Emissions,22.646,4.84,10.181,Malta,above90
1982,Historical Emissions,20.475,5.324,16.89,Malta,above90
1983,Historical Emissions,18.657,3.77,9.237,Malta,above90
1984,Historical Emissions,17.068,4.335,7.362,Malta,above90
1985,Historical Emissions,24.173,5.455,8.756,Malta,above90
1986,Historical Emissions,22.394,2.123,12.575,Malta,above90
1987,Historical Emissions,31.373,5.038,9.96,Malta,above90
1988,Historical Emissions,26.044,3.638,10.858,Malta,above90
1989,Historical Emissions,23.28,3.068,12.827,Malta,above90
1990,Historical Emissions,33.776,8.682,18.433,Malta,above90
1991,Historical Emissions,23.303,3.146,9.678,Malta,above90
1992,Historical Emissions,24.134,2.211,8.448,Malta,above90
1993,Historical Emissions,17.166,5.172,8.369,Malta,above90
1994,Historical Emissions,27.245,5.957,12.912,Malta,above90
1995,Historical Emissions,29.431,8.059,18.867,Malta,above90
1996,Historical Emissions,44.496,12.725,25.315,Malta,above90
1997,Historical Emissions,27.29,10.955,17.315,Malta,above90
1998,Historical Emissions,22.301,8.254,15.449,Malta,above90
1999,Historical Emissions,21.692,7.324,10.921,Malta,above90
2000,Historical Emissions,29.758,7.203,21.928,Malta,above90
2001,Historical Emissions,25.18,10.247,21.953,Malta,above90
2002,Historical Emissions,30.558,9.176,16.267,Malta,above90
2003,Historical Emissions,36.743,16.334,24.11,Malta,above90
2004,Historical Emissions,29.923,13.982,22.504,Malta,above90
2005,Historical Emissions,41.836,11.927,20.552,Malta,above90
2006,Historical Emissions,33.856,7.496,18.929,Malta,above90
2007,Historical Emissions,24.158,12.456,18.079,Malta,above90
2008,Historical Emissions,42.377,8.291,14.37,Malta,above90
2009,Historical Emissions,29.838,7.595,17.794,Malta,above90
2010,Historical Emissions,29.123,12.091,17,Malta,above90
2011,Historical Emissions,24.567,7.921,22.338,Malta,above90
2012,Historical Emissions,35.73,19.578,26.763,Malta,above90
2013,Historical Emissions,52.31,11.039,25.913,Malta,above90
2014,Historical Emissions,47.877,13.584,19.078,Malta,above90
2015,"Moderating Emissions
(SSP1-2.6)",40.927,16.105,23.551,Malta,above90
2015,"Middle of the Road
(SSP2-4.5)",43.475,15.007,30.071,Malta,above90
2015,"High Emissions
(SSP3-7.0)",36.596,16.204,28.118,Malta,above90
2015,"Accelerating Emissions
(SSP5-8.5)",42.004,21.985,29.811,Malta,above90
2016,"Moderating Emissions
(SSP1-2.6)",46.058,15.93,26.866,Malta,above90
2016,"Middle of the Road
(SSP2-4.5)",31.635,8.305,23.968,Malta,above90
2016,"High Emissions
(SSP3-7.0)",48.552,16.104,27.267,Malta,above90
2016,"Accelerating Emissions
(SSP5-8.5)",28.072,15.961,18.016,Malta,above90
2017,"Moderating Emissions
(SSP1-2.6)",45.677,16.692,24.032,Malta,above90
2017,"Middle of the Road
(SSP2-4.5)",36.706,8.778,22.33,Malta,above90
2017,"High Emissions
(SSP3-7.0)",32.861,7.465,23.133,Malta,above90
2017,"Accelerating Emissions
(SSP5-8.5)",37.254,13.643,24.717,Malta,above90
2018,"Moderating Emissions
(SSP1-2.6)",38.879,18.26,29.024,Malta,above90
2018,"Middle of the Road
(SSP2-4.5)",34.382,14.223,23.881,Malta,above90
