year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,0.95,0.009,0.684,Lewistown,wet-days
1951,Historical Emissions,0.654,0.009,0.106,Lewistown,wet-days
1952,Historical Emissions,1.274,0.026,0.316,Lewistown,wet-days
1953,Historical Emissions,1.106,0,0.253,Lewistown,wet-days
1954,Historical Emissions,1.189,0.255,0.442,Lewistown,wet-days
1955,Historical Emissions,1.169,0.262,0.516,Lewistown,wet-days
1956,Historical Emissions,1.021,0,0.39,Lewistown,wet-days
1957,Historical Emissions,1.505,0.169,1.232,Lewistown,wet-days
1958,Historical Emissions,1.43,0,0.368,Lewistown,wet-days
1959,Historical Emissions,1.15,0.042,0.39,Lewistown,wet-days
1960,Historical Emissions,1.215,0,0.263,Lewistown,wet-days
1961,Historical Emissions,1.061,0.066,0.19,Lewistown,wet-days
1962,Historical Emissions,0.771,0.017,0.221,Lewistown,wet-days
1963,Historical Emissions,0.984,0.059,0.495,Lewistown,wet-days
1964,Historical Emissions,1.389,0,0.421,Lewistown,wet-days
1965,Historical Emissions,1.347,0,0.179,Lewistown,wet-days
1966,Historical Emissions,1.053,0.091,0.516,Lewistown,wet-days
1967,Historical Emissions,1.198,0.042,0.232,Lewistown,wet-days
1968,Historical Emissions,0.779,0,0.295,Lewistown,wet-days
1969,Historical Emissions,0.598,0,0,Lewistown,wet-days
1970,Historical Emissions,0.335,0.026,0.242,Lewistown,wet-days
1971,Historical Emissions,1.011,0.026,0.084,Lewistown,wet-days
1972,Historical Emissions,0.834,0.068,0.475,Lewistown,wet-days
1973,Historical Emissions,0.927,0.042,0.274,Lewistown,wet-days
1974,Historical Emissions,1.232,0.067,0.569,Lewistown,wet-days
1975,Historical Emissions,0.657,0.179,0.463,Lewistown,wet-days
1976,Historical Emissions,1.638,0.047,0.547,Lewistown,wet-days
1977,Historical Emissions,1.211,0,0.359,Lewistown,wet-days
1978,Historical Emissions,0.708,0.026,0.558,Lewistown,wet-days
1979,Historical Emissions,0.981,0.031,0.327,Lewistown,wet-days
1980,Historical Emissions,1.064,0.009,0.21,Lewistown,wet-days
1981,Historical Emissions,0.858,0,0.232,Lewistown,wet-days
1982,Historical Emissions,1.032,0.161,0.358,Lewistown,wet-days
1983,Historical Emissions,0.745,0.113,0.422,Lewistown,wet-days
1984,Historical Emissions,0.836,0.051,0.263,Lewistown,wet-days
1985,Historical Emissions,1.061,0.066,0.526,Lewistown,wet-days
1986,Historical Emissions,1.24,0,0.484,Lewistown,wet-days
1987,Historical Emissions,0.695,0,0.021,Lewistown,wet-days
1988,Historical Emissions,0.853,0.15,0.232,Lewistown,wet-days
1989,Historical Emissions,0.866,0.026,0.348,Lewistown,wet-days
1990,Historical Emissions,1.2,0.111,0.473,Lewistown,wet-days
1991,Historical Emissions,1.073,0.047,0.295,Lewistown,wet-days
1992,Historical Emissions,0.92,0,0.327,Lewistown,wet-days
1993,Historical Emissions,1.299,0,0.527,Lewistown,wet-days
1994,Historical Emissions,0.701,0,0.095,Lewistown,wet-days
1995,Historical Emissions,0.899,0,0.737,Lewistown,wet-days
1996,Historical Emissions,0.678,0,0.211,Lewistown,wet-days
1997,Historical Emissions,1.032,0.042,0.358,Lewistown,wet-days
1998,Historical Emissions,1.379,0.168,0.832,Lewistown,wet-days
1999,Historical Emissions,0.907,0,0.263,Lewistown,wet-days
2000,Historical Emissions,0.929,0.103,0.347,Lewistown,wet-days
2001,Historical Emissions,1.655,0.067,0.2,Lewistown,wet-days
2002,Historical Emissions,1.362,0.118,0.579,Lewistown,wet-days
