scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),1.444,0,1,Fallon County,con-wet
Historical Emissions,Jan,End-of-Century (2070-2099),1.444,0,1,Fallon County,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),1.444,0.189,1,Fallon County,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),1.556,0.1,1,Fallon County,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),2,0.411,1,Fallon County,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),1.444,0.1,1,Fallon County,con-wet
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),1.222,0.078,1,Fallon County,con-wet
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),1.667,0.111,1,Fallon County,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),1.467,0,1,Fallon County,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),1.678,0.111,1,Fallon County,con-wet
