year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,45.416,42.668,44.121,Miles City,tas
1951,Historical Emissions,45.802,42.276,44.051,Miles City,tas
1952,Historical Emissions,46.011,41.943,43.711,Miles City,tas
1953,Historical Emissions,45.533,41.089,43.977,Miles City,tas
1954,Historical Emissions,46.022,40.875,43.771,Miles City,tas
1955,Historical Emissions,47.026,42.741,43.547,Miles City,tas
1956,Historical Emissions,46.685,43.623,44.467,Miles City,tas
1957,Historical Emissions,48.046,42.698,44.511,Miles City,tas
1958,Historical Emissions,46.423,42.9,43.517,Miles City,tas
1959,Historical Emissions,44.07,40.986,43.042,Miles City,tas
1960,Historical Emissions,45.664,40.93,43.408,Miles City,tas
1961,Historical Emissions,46.256,42.444,44.39,Miles City,tas
1962,Historical Emissions,44.765,41.302,43.049,Miles City,tas
1963,Historical Emissions,44.132,42.458,42.953,Miles City,tas
1964,Historical Emissions,45.053,41.745,44.568,Miles City,tas
1965,Historical Emissions,44.695,42.312,43.011,Miles City,tas
1966,Historical Emissions,46.985,42.302,43.114,Miles City,tas
1967,Historical Emissions,44.518,41.943,43.71,Miles City,tas
1968,Historical Emissions,43.546,40.314,42.398,Miles City,tas
1969,Historical Emissions,44.559,41.539,43.488,Miles City,tas
1970,Historical Emissions,45.667,42.271,44.278,Miles City,tas
1971,Historical Emissions,47.108,44.056,44.887,Miles City,tas
1972,Historical Emissions,45.005,42.773,44.037,Miles City,tas
1973,Historical Emissions,45.723,41.581,43.487,Miles City,tas
1974,Historical Emissions,46.477,41.714,44.854,Miles City,tas
1975,Historical Emissions,45.584,40.82,44.13,Miles City,tas
1976,Historical Emissions,44.802,41.369,43.799,Miles City,tas
1977,Historical Emissions,46.025,42.963,45.045,Miles City,tas
1978,Historical Emissions,46.588,42.157,43.601,Miles City,tas
1979,Historical Emissions,46.999,42.692,45.668,Miles City,tas
1980,Historical Emissions,45.517,42.757,43.414,Miles City,tas
1981,Historical Emissions,45.903,43.337,44.534,Miles City,tas
1982,Historical Emissions,45.078,43.254,44.119,Miles City,tas
1983,Historical Emissions,45.796,42.488,43.565,Miles City,tas
1984,Historical Emissions,46.283,42.914,44.482,Miles City,tas
1985,Historical Emissions,46.203,43.095,44.866,Miles City,tas
1986,Historical Emissions,43.711,41.771,43.271,Miles City,tas
1987,Historical Emissions,45.112,40.482,42.491,Miles City,tas
1988,Historical Emissions,45.27,41.935,43.956,Miles City,tas
1989,Historical Emissions,46.162,42.801,44.383,Miles City,tas
1990,Historical Emissions,47.687,43.566,45.273,Miles City,tas
1991,Historical Emissions,45.908,42.3,43.424,Miles City,tas
1992,Historical Emissions,45.986,42.552,43.252,Miles City,tas
1993,Historical Emissions,46.144,42.442,43.958,Miles City,tas
1994,Historical Emissions,46.585,43.406,44,Miles City,tas
1995,Historical Emissions,47.261,43.318,43.899,Miles City,tas
1996,Historical Emissions,47.087,43.904,45.396,Miles City,tas
1997,Historical Emissions,47.797,43.065,45.029,Miles City,tas
1998,Historical Emissions,46.484,42.159,44.751,Miles City,tas
1999,Historical Emissions,46.749,44.304,45.443,Miles City,tas
2000,Historical Emissions,46.299,43.457,44.505,Miles City,tas
2001,Historical Emissions,46.51,43.598,44.406,Miles City,tas
2002,Historical Emissions,47.67,43.999,45.812,Miles City,tas
2003,Historical Emissions,47.694,44.277,45.092,Miles City,tas
2004,Historical Emissions,47.036,44.858,45.971,Miles City,tas
2005,Historical Emissions,48.508,44.125,47.001,Miles City,tas
2006,Historical Emissions,47.368,43.47,45.223,Miles City,tas
2007,Historical Emissions,46.771,45.039,46.151,Miles City,tas
2008,Historical Emissions,46.799,44.187,45.387,Miles City,tas
2009,Historical Emissions,46.368,44.68,45.431,Miles City,tas
2010,Historical Emissions,47.045,44.58,46.323,Miles City,tas
2011,Historical Emissions,47.662,45.529,46.23,Miles City,tas
2012,Historical Emissions,47.084,45.033,46.204,Miles City,tas
2013,Historical Emissions,48.142,44.789,45.734,Miles City,tas
2014,Historical Emissions,49.231,45.687,47.036,Miles City,tas
2015,"Moderating Emissions
(SSP1-2.6)",49.738,45.288,46.608,Miles City,tas
2015,"Middle of the Road
(SSP2-4.5)",48.503,44.144,46.097,Miles City,tas
2015,"High Emissions
(SSP3-7.0)",48.074,44.788,46.669,Miles City,tas
2015,"Accelerating Emissions
(SSP5-8.5)",47.537,45.004,46.252,Miles City,tas
2016,"Moderating Emissions
(SSP1-2.6)",48.997,46.394,47.596,Miles City,tas
2016,"Middle of the Road
(SSP2-4.5)",49.043,44.429,46.437,Miles City,tas
2016,"High Emissions
(SSP3-7.0)",49.931,44.309,46.461,Miles City,tas
2016,"Accelerating Emissions
(SSP5-8.5)",47.679,44.715,47.19,Miles City,tas
2017,"Moderating Emissions
(SSP1-2.6)",48.085,45.216,45.848,Miles City,tas
2017,"Middle of the Road
(SSP2-4.5)",48.976,44.431,46.56,Miles City,tas
2017,"High Emissions
(SSP3-7.0)",48.566,45.623,46.256,Miles City,tas
2017,"Accelerating Emissions
(SSP5-8.5)",48.15,45.06,46.773,Miles City,tas
2018,"Moderating Emissions
(SSP1-2.6)",47.383,44.982,46.666,Miles City,tas
2018,"Middle of the Road
(SSP2-4.5)",48.154,45.478,46.858,Miles City,tas
2018,"High Emissions
(SSP3-7.0)",49.205,44.275,45.976,Miles City,tas
2018,"Accelerating Emissions
(SSP5-8.5)",48.253,44.587,46.513,Miles City,tas
2019,"Moderating Emissions
(SSP1-2.6)",49.618,46.078,47.787,Miles City,tas
2019,"Middle of the Road
(SSP2-4.5)",48.326,44.237,45.015,Miles City,tas
2019,"High Emissions
(SSP3-7.0)",48.843,43.975,46.006,Miles City,tas
2019,"Accelerating Emissions
(SSP5-8.5)",50.007,45.673,48.148,Miles City,tas
2020,"Moderating Emissions
(SSP1-2.6)",50.287,44.356,46.456,Miles City,tas
2020,"Middle of the Road
(SSP2-4.5)",48.681,45.132,46.362,Miles City,tas
2020,"High Emissions
(SSP3-7.0)",47.601,44.952,46.924,Miles City,tas
2020,"Accelerating Emissions
(SSP5-8.5)",48.708,45.236,47.005,Miles City,tas
2021,"Moderating Emissions
(SSP1-2.6)",48.911,45.742,47.054,Miles City,tas
