year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,2.109,0.146,0.545,Big Muddy,wet-days
1951,Historical Emissions,1.673,0,0.364,Big Muddy,wet-days
1952,Historical Emissions,1.927,0,1,Big Muddy,wet-days
1953,Historical Emissions,1.964,0.073,0.364,Big Muddy,wet-days
1954,Historical Emissions,1.018,0,0.182,Big Muddy,wet-days
1955,Historical Emissions,1.782,0,0.818,Big Muddy,wet-days
1956,Historical Emissions,1.491,0,0,Big Muddy,wet-days
1957,Historical Emissions,2.836,0,1,Big Muddy,wet-days
1958,Historical Emissions,1.546,0,0.636,Big Muddy,wet-days
1959,Historical Emissions,2,0,0.182,Big Muddy,wet-days
1960,Historical Emissions,0.836,0,0,Big Muddy,wet-days
1961,Historical Emissions,2,0,0,Big Muddy,wet-days
1962,Historical Emissions,1.399,0.218,1,Big Muddy,wet-days
1963,Historical Emissions,1.418,0,0,Big Muddy,wet-days
1964,Historical Emissions,1.91,0,1.091,Big Muddy,wet-days
1965,Historical Emissions,1,0,0,Big Muddy,wet-days
1966,Historical Emissions,1.891,0,0.636,Big Muddy,wet-days
1967,Historical Emissions,1.745,0,1.091,Big Muddy,wet-days
1968,Historical Emissions,1.473,0,0.455,Big Muddy,wet-days
1969,Historical Emissions,1.2,0,0.182,Big Muddy,wet-days
1970,Historical Emissions,1.036,0,0.727,Big Muddy,wet-days
1971,Historical Emissions,2.018,0,0.727,Big Muddy,wet-days
1972,Historical Emissions,1.418,0,0.273,Big Muddy,wet-days
1973,Historical Emissions,1.109,0,0.182,Big Muddy,wet-days
1974,Historical Emissions,1.8,0,0.182,Big Muddy,wet-days
1975,Historical Emissions,2.127,0,0.182,Big Muddy,wet-days
1976,Historical Emissions,2.418,0,1.182,Big Muddy,wet-days
1977,Historical Emissions,1.218,0.073,0.545,Big Muddy,wet-days
1978,Historical Emissions,0.637,0,0.273,Big Muddy,wet-days
1979,Historical Emissions,2.091,0.146,0.909,Big Muddy,wet-days
1980,Historical Emissions,2.09,0,0.545,Big Muddy,wet-days
1981,Historical Emissions,1.327,0,1,Big Muddy,wet-days
1982,Historical Emissions,3.4,0.146,1.273,Big Muddy,wet-days
1983,Historical Emissions,1.327,0,0.364,Big Muddy,wet-days
1984,Historical Emissions,1.745,0.291,0.545,Big Muddy,wet-days
1985,Historical Emissions,2.127,0.146,0.545,Big Muddy,wet-days
1986,Historical Emissions,2.127,0,0.091,Big Muddy,wet-days
1987,Historical Emissions,1.6,0.146,0.909,Big Muddy,wet-days
1988,Historical Emissions,1.873,0,0.364,Big Muddy,wet-days
1989,Historical Emissions,1.091,0,0.727,Big Muddy,wet-days
1990,Historical Emissions,1.745,0,0.727,Big Muddy,wet-days
1991,Historical Emissions,2.018,0,0.273,Big Muddy,wet-days
1992,Historical Emissions,0.709,0,0,Big Muddy,wet-days
1993,Historical Emissions,2.545,0.073,1.455,Big Muddy,wet-days
1994,Historical Emissions,1.073,0,0.818,Big Muddy,wet-days
