year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,283.2,236.6,274,Rocky Boy's,dry-days
1951,Historical Emissions,280,245.6,261,Rocky Boy's,dry-days
1952,Historical Emissions,280.4,237,266,Rocky Boy's,dry-days
1953,Historical Emissions,274.6,237.8,258,Rocky Boy's,dry-days
1954,Historical Emissions,265.4,222.8,252,Rocky Boy's,dry-days
1955,Historical Emissions,286.2,231.6,258,Rocky Boy's,dry-days
1956,Historical Emissions,281.8,243.4,268,Rocky Boy's,dry-days
1957,Historical Emissions,281.8,231,267,Rocky Boy's,dry-days
1958,Historical Emissions,269,225.4,249,Rocky Boy's,dry-days
1959,Historical Emissions,274,234.4,249,Rocky Boy's,dry-days
1960,Historical Emissions,281.2,230.8,258,Rocky Boy's,dry-days
1961,Historical Emissions,279.4,248,265,Rocky Boy's,dry-days
1962,Historical Emissions,285.2,230.4,246,Rocky Boy's,dry-days
1963,Historical Emissions,267,233,259,Rocky Boy's,dry-days
1964,Historical Emissions,285.6,245.6,267,Rocky Boy's,dry-days
1965,Historical Emissions,283.4,240.8,266,Rocky Boy's,dry-days
1966,Historical Emissions,286.4,228.6,254,Rocky Boy's,dry-days
1967,Historical Emissions,276,245,262,Rocky Boy's,dry-days
1968,Historical Emissions,274.8,234.4,250,Rocky Boy's,dry-days
1969,Historical Emissions,278.4,246.2,266,Rocky Boy's,dry-days
1970,Historical Emissions,268,243.8,257,Rocky Boy's,dry-days
1971,Historical Emissions,288.6,236.4,265,Rocky Boy's,dry-days
1972,Historical Emissions,280.8,247.4,260,Rocky Boy's,dry-days
1973,Historical Emissions,276,218,264,Rocky Boy's,dry-days
1974,Historical Emissions,281.2,222.2,274,Rocky Boy's,dry-days
1975,Historical Emissions,271.2,243,261,Rocky Boy's,dry-days
1976,Historical Emissions,278.2,246.4,254,Rocky Boy's,dry-days
1977,Historical Emissions,271.8,245.4,264,Rocky Boy's,dry-days
1978,Historical Emissions,266.4,244.2,256,Rocky Boy's,dry-days
1979,Historical Emissions,274.2,235.2,262,Rocky Boy's,dry-days
1980,Historical Emissions,288.6,230.6,264,Rocky Boy's,dry-days
1981,Historical Emissions,268,230.4,262,Rocky Boy's,dry-days
1982,Historical Emissions,272.6,240.4,263,Rocky Boy's,dry-days
1983,Historical Emissions,274.4,243.8,266,Rocky Boy's,dry-days
1984,Historical Emissions,283.2,239.6,255,Rocky Boy's,dry-days
1985,Historical Emissions,273.2,239.8,266,Rocky Boy's,dry-days
1986,Historical Emissions,258,238.8,253,Rocky Boy's,dry-days
1987,Historical Emissions,260.4,240.2,256,Rocky Boy's,dry-days
1988,Historical Emissions,278.6,226.2,266,Rocky Boy's,dry-days
1989,Historical Emissions,271.4,247.4,264,Rocky Boy's,dry-days
1990,Historical Emissions,296.6,233.6,263,Rocky Boy's,dry-days
1991,Historical Emissions,287,229.8,268,Rocky Boy's,dry-days
1992,Historical Emissions,288.4,245.6,264,Rocky Boy's,dry-days
1993,Historical Emissions,279.2,244.4,258,Rocky Boy's,dry-days
1994,Historical Emissions,289,246.8,259,Rocky Boy's,dry-days
1995,Historical Emissions,291.8,244.2,258,Rocky Boy's,dry-days
1996,Historical Emissions,300,241.4,276,Rocky Boy's,dry-days
1997,Historical Emissions,282.6,244.8,262,Rocky Boy's,dry-days
