year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,16.829,10.856,13.641,Billings,pr
1951,Historical Emissions,16.062,13.403,13.987,Billings,pr
1952,Historical Emissions,16.579,10.69,14.559,Billings,pr
1953,Historical Emissions,18.688,12.762,14.192,Billings,pr
1954,Historical Emissions,19.397,11.535,14.399,Billings,pr
1955,Historical Emissions,18.362,9.604,15.029,Billings,pr
1956,Historical Emissions,16.407,10.395,12.667,Billings,pr
1957,Historical Emissions,19.013,12.064,16.277,Billings,pr
1958,Historical Emissions,17.969,12.684,16.549,Billings,pr
1959,Historical Emissions,18.809,12.698,15.098,Billings,pr
1960,Historical Emissions,18.786,12.483,14.445,Billings,pr
1961,Historical Emissions,16.449,12.949,15.406,Billings,pr
1962,Historical Emissions,19.618,10.935,15.614,Billings,pr
1963,Historical Emissions,17.855,13.975,16.394,Billings,pr
1964,Historical Emissions,17.296,12.289,15.97,Billings,pr
1965,Historical Emissions,15.996,11.932,14.438,Billings,pr
1966,Historical Emissions,17.94,13.182,15.337,Billings,pr
1967,Historical Emissions,18.853,11.086,15.544,Billings,pr
1968,Historical Emissions,20.011,13.083,14.384,Billings,pr
1969,Historical Emissions,15.318,13.024,14.774,Billings,pr
1970,Historical Emissions,16.421,11.983,14.924,Billings,pr
1971,Historical Emissions,15.725,11.396,14.556,Billings,pr
1972,Historical Emissions,17.393,13.986,14.809,Billings,pr
1973,Historical Emissions,18.201,13.881,15.845,Billings,pr
1974,Historical Emissions,18.421,11.978,15.988,Billings,pr
1975,Historical Emissions,17.041,13.566,16.435,Billings,pr
1976,Historical Emissions,17.051,12.899,15.534,Billings,pr
1977,Historical Emissions,18.343,11.166,14.147,Billings,pr
1978,Historical Emissions,18.99,15.508,17.395,Billings,pr
1979,Historical Emissions,18.291,13.703,15.587,Billings,pr
1980,Historical Emissions,19.251,12.337,14.107,Billings,pr
1981,Historical Emissions,16.984,12.398,13.527,Billings,pr
1982,Historical Emissions,17.16,13.606,15.113,Billings,pr
1983,Historical Emissions,16.822,12.699,15.041,Billings,pr
1984,Historical Emissions,16.911,13.529,14.193,Billings,pr
1985,Historical Emissions,17.12,13.068,15.064,Billings,pr
1986,Historical Emissions,22.648,14.397,17.508,Billings,pr
1987,Historical Emissions,18.464,13.289,14.917,Billings,pr
1988,Historical Emissions,18.665,15.942,17.495,Billings,pr
1989,Historical Emissions,18.131,13.685,15.493,Billings,pr
