year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,42.075,39.547,40.901,Blackfeet,tas
1951,Historical Emissions,41.543,39.467,41.299,Blackfeet,tas
1952,Historical Emissions,41.36,37.974,40.378,Blackfeet,tas
1953,Historical Emissions,41.044,38.871,40.039,Blackfeet,tas
1954,Historical Emissions,43.031,37.9,39.438,Blackfeet,tas
1955,Historical Emissions,42.617,38.741,40.507,Blackfeet,tas
1956,Historical Emissions,41.909,39.14,40.816,Blackfeet,tas
1957,Historical Emissions,42.386,38.989,40.972,Blackfeet,tas
1958,Historical Emissions,41.517,39.069,40.324,Blackfeet,tas
1959,Historical Emissions,40.609,37.513,39.242,Blackfeet,tas
1960,Historical Emissions,41.762,37.133,38.896,Blackfeet,tas
1961,Historical Emissions,41.997,38.815,40.481,Blackfeet,tas
1962,Historical Emissions,40.495,37.997,39.322,Blackfeet,tas
1963,Historical Emissions,40.357,39.303,39.473,Blackfeet,tas
1964,Historical Emissions,41.793,38.476,39.881,Blackfeet,tas
1965,Historical Emissions,41.09,39.213,39.906,Blackfeet,tas
1966,Historical Emissions,42.719,39.016,40.02,Blackfeet,tas
1967,Historical Emissions,41.035,38.568,40.071,Blackfeet,tas
1968,Historical Emissions,40.972,36.348,39.649,Blackfeet,tas
1969,Historical Emissions,41.312,38.523,40.469,Blackfeet,tas
1970,Historical Emissions,41.81,39.883,40.65,Blackfeet,tas
1971,Historical Emissions,43.689,39.908,41.568,Blackfeet,tas
1972,Historical Emissions,41.167,38.728,40.163,Blackfeet,tas
1973,Historical Emissions,41.462,38.513,40.631,Blackfeet,tas
1974,Historical Emissions,41.748,38.254,41.003,Blackfeet,tas
1975,Historical Emissions,41.484,37.885,40.946,Blackfeet,tas
1976,Historical Emissions,41.127,38.434,40.408,Blackfeet,tas
1977,Historical Emissions,42.558,40.114,41.181,Blackfeet,tas
1978,Historical Emissions,43.195,38.554,40.056,Blackfeet,tas
1979,Historical Emissions,42.636,39.334,41.346,Blackfeet,tas
1980,Historical Emissions,40.964,39.101,40.115,Blackfeet,tas
1981,Historical Emissions,42.682,40.022,40.376,Blackfeet,tas
1982,Historical Emissions,42.262,39.226,41.076,Blackfeet,tas
1983,Historical Emissions,42.507,39.113,40.034,Blackfeet,tas
1984,Historical Emissions,41.47,39.663,40.937,Blackfeet,tas
1985,Historical Emissions,42.002,39.368,40.816,Blackfeet,tas
1986,Historical Emissions,41.052,38.433,39.32,Blackfeet,tas
1987,Historical Emissions,42.196,37.439,39.901,Blackfeet,tas
1988,Historical Emissions,41.76,38.924,40.199,Blackfeet,tas
1989,Historical Emissions,42.222,39.953,40.668,Blackfeet,tas
1990,Historical Emissions,43.919,39.544,41.72,Blackfeet,tas
