scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),29.818,13.091,19.5,Flathead,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),29.818,13.091,19.5,Flathead,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),34.055,13.445,18.546,Flathead,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),32.409,13.636,19.455,Flathead,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),34.418,15.536,20.273,Flathead,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),31.509,13.718,19.182,Flathead,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),30.773,14.064,19.5,Flathead,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),31.009,14.164,20,Flathead,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),34.3,14,22.5,Flathead,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),32.563,13.909,20.227,Flathead,con-dry
