year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,0.658,0.037,0.291,Malta,con-wet
1951,Historical Emissions,0.775,0,0.173,Malta,con-wet
1952,Historical Emissions,0.745,0.069,0.457,Malta,con-wet
1953,Historical Emissions,0.427,0.083,0.213,Malta,con-wet
1954,Historical Emissions,1.011,0.184,0.362,Malta,con-wet
1955,Historical Emissions,0.56,0,0.323,Malta,con-wet
1956,Historical Emissions,0.578,0.013,0.307,Malta,con-wet
1957,Historical Emissions,0.768,0.146,0.291,Malta,con-wet
1958,Historical Emissions,0.891,0.036,0.291,Malta,con-wet
1959,Historical Emissions,0.732,0.05,0.354,Malta,con-wet
1960,Historical Emissions,0.568,0.075,0.244,Malta,con-wet
1961,Historical Emissions,0.623,0,0.315,Malta,con-wet
1962,Historical Emissions,0.563,0.148,0.323,Malta,con-wet
1963,Historical Emissions,0.611,0.006,0.268,Malta,con-wet
1964,Historical Emissions,0.819,0.019,0.339,Malta,con-wet
1965,Historical Emissions,0.34,0.039,0.102,Malta,con-wet
1966,Historical Emissions,0.967,0.09,0.441,Malta,con-wet
1967,Historical Emissions,0.745,0.049,0.268,Malta,con-wet
1968,Historical Emissions,0.591,0.082,0.268,Malta,con-wet
1969,Historical Emissions,0.223,0.025,0.087,Malta,con-wet
1970,Historical Emissions,0.59,0.013,0.15,Malta,con-wet
1971,Historical Emissions,0.573,0,0.094,Malta,con-wet
1972,Historical Emissions,0.429,0.143,0.236,Malta,con-wet
1973,Historical Emissions,0.34,0.024,0.055,Malta,con-wet
1974,Historical Emissions,0.534,0.021,0.37,Malta,con-wet
1975,Historical Emissions,0.748,0.008,0.37,Malta,con-wet
1976,Historical Emissions,0.723,0.145,0.512,Malta,con-wet
1977,Historical Emissions,0.633,0.013,0.173,Malta,con-wet
1978,Historical Emissions,0.608,0.122,0.441,Malta,con-wet
1979,Historical Emissions,0.67,0.058,0.307,Malta,con-wet
1980,Historical Emissions,0.721,0.014,0.126,Malta,con-wet
1981,Historical Emissions,0.644,0.022,0.181,Malta,con-wet
1982,Historical Emissions,0.679,0,0.441,Malta,con-wet
1983,Historical Emissions,0.729,0.013,0.417,Malta,con-wet
1984,Historical Emissions,0.365,0.057,0.165,Malta,con-wet
1985,Historical Emissions,0.57,0.057,0.165,Malta,con-wet
1986,Historical Emissions,0.713,0.013,0.291,Malta,con-wet
1987,Historical Emissions,0.324,0.038,0.15,Malta,con-wet
1988,Historical Emissions,0.371,0.11,0.244,Malta,con-wet
1989,Historical Emissions,0.775,0.016,0.496,Malta,con-wet
1990,Historical Emissions,1.101,0.03,0.087,Malta,con-wet
