year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,1,0,0.053,Middle Milk,con-wet
1951,Historical Emissions,1.063,0,0,Middle Milk,con-wet
1952,Historical Emissions,0.905,0,0.316,Middle Milk,con-wet
1953,Historical Emissions,0.421,0,0.316,Middle Milk,con-wet
1954,Historical Emissions,1.105,0.042,0.474,Middle Milk,con-wet
1955,Historical Emissions,0.706,0,0.105,Middle Milk,con-wet
1956,Historical Emissions,0.747,0,0.316,Middle Milk,con-wet
1957,Historical Emissions,0.905,0,0.316,Middle Milk,con-wet
1958,Historical Emissions,1.053,0,0.368,Middle Milk,con-wet
1959,Historical Emissions,0.916,0,0.211,Middle Milk,con-wet
1960,Historical Emissions,1,0,0.053,Middle Milk,con-wet
1961,Historical Emissions,0.716,0,0.105,Middle Milk,con-wet
1962,Historical Emissions,0.789,0.137,0.421,Middle Milk,con-wet
1963,Historical Emissions,0.8,0,0.158,Middle Milk,con-wet
1964,Historical Emissions,0.863,0,0.316,Middle Milk,con-wet
1965,Historical Emissions,0.137,0,0,Middle Milk,con-wet
1966,Historical Emissions,0.884,0,0.053,Middle Milk,con-wet
1967,Historical Emissions,0.716,0,0.053,Middle Milk,con-wet
1968,Historical Emissions,0.737,0,0.263,Middle Milk,con-wet
1969,Historical Emissions,0.295,0,0,Middle Milk,con-wet
1970,Historical Emissions,0.747,0,0.053,Middle Milk,con-wet
1971,Historical Emissions,0.769,0,0,Middle Milk,con-wet
1972,Historical Emissions,0.506,0,0,Middle Milk,con-wet
1973,Historical Emissions,0.695,0,0,Middle Milk,con-wet
1974,Historical Emissions,0.79,0,0.263,Middle Milk,con-wet
1975,Historical Emissions,0.874,0,0.368,Middle Milk,con-wet
1976,Historical Emissions,0.905,0,0.632,Middle Milk,con-wet
1977,Historical Emissions,0.747,0,0,Middle Milk,con-wet
1978,Historical Emissions,0.842,0,0.368,Middle Milk,con-wet
1979,Historical Emissions,0.706,0,0.211,Middle Milk,con-wet
1980,Historical Emissions,0.958,0,0.263,Middle Milk,con-wet
1981,Historical Emissions,0.874,0,0.158,Middle Milk,con-wet
1982,Historical Emissions,0.979,0,0.316,Middle Milk,con-wet
1983,Historical Emissions,0.947,0,0.053,Middle Milk,con-wet
1984,Historical Emissions,0.347,0,0.053,Middle Milk,con-wet
1985,Historical Emissions,0.821,0,0,Middle Milk,con-wet
1986,Historical Emissions,0.685,0,0.053,Middle Milk,con-wet
1987,Historical Emissions,0.432,0,0.053,Middle Milk,con-wet
1988,Historical Emissions,0.558,0,0.158,Middle Milk,con-wet
1989,Historical Emissions,0.958,0,0.263,Middle Milk,con-wet
1990,Historical Emissions,1.053,0,0,Middle Milk,con-wet
1991,Historical Emissions,1,0,0.368,Middle Milk,con-wet
1992,Historical Emissions,0.558,0,0,Middle Milk,con-wet
1993,Historical Emissions,0.79,0,0.105,Middle Milk,con-wet
1994,Historical Emissions,0.253,0,0,Middle Milk,con-wet
1995,Historical Emissions,0.831,0,0,Middle Milk,con-wet
1996,Historical Emissions,0.179,0,0,Middle Milk,con-wet
1997,Historical Emissions,0.737,0,0.263,Middle Milk,con-wet
1998,Historical Emissions,0.706,0,0.263,Middle Milk,con-wet
1999,Historical Emissions,0.769,0,0.632,Middle Milk,con-wet
2000,Historical Emissions,0.958,0,0.526,Middle Milk,con-wet
2001,Historical Emissions,0.421,0,0,Middle Milk,con-wet
2002,Historical Emissions,0.831,0,0.211,Middle Milk,con-wet
2003,Historical Emissions,0.894,0,0.053,Middle Milk,con-wet
2004,Historical Emissions,0.337,0,0.053,Middle Milk,con-wet
2005,Historical Emissions,0.695,0,0,Middle Milk,con-wet
2006,Historical Emissions,0.853,0.042,0.368,Middle Milk,con-wet
2007,Historical Emissions,0.927,0,0.211,Middle Milk,con-wet
2008,Historical Emissions,0.558,0,0,Middle Milk,con-wet
2009,Historical Emissions,0.695,0,0,Middle Milk,con-wet
2010,Historical Emissions,0.789,0,0.263,Middle Milk,con-wet
2011,Historical Emissions,0.979,0,0.421,Middle Milk,con-wet
2012,Historical Emissions,0.831,0,0,Middle Milk,con-wet
2013,Historical Emissions,0.842,0,0,Middle Milk,con-wet
2014,Historical Emissions,0.821,0,0.105,Middle Milk,con-wet
2015,"Moderating Emissions
(SSP1-2.6)",0.706,0,0.211,Middle Milk,con-wet
2015,"Middle of the Road
(SSP2-4.5)",0.958,0,0.474,Middle Milk,con-wet
2015,"High Emissions
(SSP3-7.0)",0.558,0,0,Middle Milk,con-wet
2015,"Accelerating Emissions
(SSP5-8.5)",1,0,0.105,Middle Milk,con-wet
2016,"Moderating Emissions
(SSP1-2.6)",0.811,0,0.053,Middle Milk,con-wet
2016,"Middle of the Road
(SSP2-4.5)",0.958,0.294,0.684,Middle Milk,con-wet
2016,"High Emissions
(SSP3-7.0)",0.989,0,0.368,Middle Milk,con-wet
2016,"Accelerating Emissions
(SSP5-8.5)",0.747,0,0.053,Middle Milk,con-wet
2017,"Moderating Emissions
(SSP1-2.6)",0.979,0.084,0.263,Middle Milk,con-wet
2017,"Middle of the Road
(SSP2-4.5)",0.874,0,0.526,Middle Milk,con-wet
2017,"High Emissions
(SSP3-7.0)",1.126,0,0.368,Middle Milk,con-wet
2017,"Accelerating Emissions
(SSP5-8.5)",0.421,0,0.053,Middle Milk,con-wet
2018,"Moderating Emissions
(SSP1-2.6)",0.905,0,0.263,Middle Milk,con-wet
2018,"Middle of the Road
(SSP2-4.5)",0.632,0,0,Middle Milk,con-wet
2018,"High Emissions
(SSP3-7.0)",1.021,0,0.316,Middle Milk,con-wet
2018,"Accelerating Emissions
(SSP5-8.5)",0.947,0.084,0.737,Middle Milk,con-wet
2019,"Moderating Emissions
(SSP1-2.6)",0.769,0,0.526,Middle Milk,con-wet
2019,"Middle of the Road
(SSP2-4.5)",0.695,0,0.053,Middle Milk,con-wet
2019,"High Emissions
(SSP3-7.0)",0.2,0,0,Middle Milk,con-wet
2019,"Accelerating Emissions
(SSP5-8.5)",0.485,0,0.053,Middle Milk,con-wet
2020,"Moderating Emissions
(SSP1-2.6)",1.042,0,0.474,Middle Milk,con-wet
2020,"Middle of the Road
(SSP2-4.5)",0.958,0,0,Middle Milk,con-wet
2020,"High Emissions
(SSP3-7.0)",0.979,0,0.632,Middle Milk,con-wet
