scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),29.085,14.061,19.199,Billings,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),29.085,14.061,19.199,Billings,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),31.028,15.052,19.554,Billings,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),30.65,14.042,20.253,Billings,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),37.771,16.244,20.012,Billings,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),30.936,14.508,20.47,Billings,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),39.272,15.67,22.398,Billings,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),31.924,14.354,19.669,Billings,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),36.078,13.753,23.784,Billings,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),32.119,15.324,21.042,Billings,con-dry
