year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,6.339,5.682,6.015,Dillon,sfcWind
1951,Historical Emissions,6.218,5.732,5.948,Dillon,sfcWind
1952,Historical Emissions,6.135,5.667,6.025,Dillon,sfcWind
1953,Historical Emissions,6.277,5.781,6.093,Dillon,sfcWind
1954,Historical Emissions,6.382,5.578,5.965,Dillon,sfcWind
1955,Historical Emissions,6.114,5.613,5.862,Dillon,sfcWind
1956,Historical Emissions,6.504,5.846,6.014,Dillon,sfcWind
1957,Historical Emissions,6.537,5.858,6.057,Dillon,sfcWind
1958,Historical Emissions,6.376,5.712,5.997,Dillon,sfcWind
1959,Historical Emissions,6.13,5.837,6.048,Dillon,sfcWind
1960,Historical Emissions,6.402,5.826,6.133,Dillon,sfcWind
1961,Historical Emissions,6.277,5.749,6.112,Dillon,sfcWind
1962,Historical Emissions,6.138,5.73,6.004,Dillon,sfcWind
1963,Historical Emissions,6.181,5.698,5.945,Dillon,sfcWind
1964,Historical Emissions,6.26,5.835,6.016,Dillon,sfcWind
1965,Historical Emissions,6.39,5.761,5.957,Dillon,sfcWind
1966,Historical Emissions,6.442,5.848,5.969,Dillon,sfcWind
1967,Historical Emissions,6.215,5.688,5.966,Dillon,sfcWind
1968,Historical Emissions,6.176,5.639,5.878,Dillon,sfcWind
1969,Historical Emissions,6.21,5.682,6.003,Dillon,sfcWind
1970,Historical Emissions,6.181,5.818,6.025,Dillon,sfcWind
1971,Historical Emissions,6.142,5.768,6.043,Dillon,sfcWind
1972,Historical Emissions,6.171,5.904,6.026,Dillon,sfcWind
1973,Historical Emissions,6.13,5.744,5.965,Dillon,sfcWind
1974,Historical Emissions,6.305,5.648,5.922,Dillon,sfcWind
1975,Historical Emissions,6.181,5.723,6.003,Dillon,sfcWind
1976,Historical Emissions,6.099,5.802,5.973,Dillon,sfcWind
1977,Historical Emissions,6.104,5.667,5.888,Dillon,sfcWind
1978,Historical Emissions,6.081,5.783,5.883,Dillon,sfcWind
1979,Historical Emissions,6.189,5.903,6.006,Dillon,sfcWind
1980,Historical Emissions,6.408,5.619,6.13,Dillon,sfcWind
1981,Historical Emissions,6.301,5.73,5.936,Dillon,sfcWind
1982,Historical Emissions,6.281,5.661,5.94,Dillon,sfcWind
1983,Historical Emissions,6.434,5.743,5.91,Dillon,sfcWind
1984,Historical Emissions,6.159,5.739,5.944,Dillon,sfcWind
1985,Historical Emissions,6.071,5.797,5.872,Dillon,sfcWind
1986,Historical Emissions,6.135,5.63,6.011,Dillon,sfcWind
1987,Historical Emissions,6.147,5.66,5.94,Dillon,sfcWind
1988,Historical Emissions,6.192,5.841,6.06,Dillon,sfcWind
1989,Historical Emissions,6.065,5.746,5.899,Dillon,sfcWind
1990,Historical Emissions,6.104,5.282,5.943,Dillon,sfcWind
1991,Historical Emissions,6.218,5.619,5.873,Dillon,sfcWind
1992,Historical Emissions,6.215,5.755,6.006,Dillon,sfcWind
1993,Historical Emissions,5.976,5.595,5.829,Dillon,sfcWind
1994,Historical Emissions,6.083,5.663,5.817,Dillon,sfcWind
1995,Historical Emissions,6.272,5.733,6.033,Dillon,sfcWind
1996,Historical Emissions,6.259,5.557,6.026,Dillon,sfcWind
1997,Historical Emissions,6.11,5.685,5.895,Dillon,sfcWind
1998,Historical Emissions,6.019,5.501,5.814,Dillon,sfcWind
1999,Historical Emissions,6.027,5.685,5.78,Dillon,sfcWind
2000,Historical Emissions,5.937,5.728,5.861,Dillon,sfcWind
2001,Historical Emissions,6.231,5.585,5.8,Dillon,sfcWind
