year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,1.823,0.154,0.769,Flathead County,wet-days
1951,Historical Emissions,1.292,0,0.038,Flathead County,wet-days
1952,Historical Emissions,1.546,0.4,0.577,Flathead County,wet-days
1953,Historical Emissions,1.038,0.092,0.462,Flathead County,wet-days
1954,Historical Emissions,2.046,0.508,1.192,Flathead County,wet-days
1955,Historical Emissions,2.138,0,0.462,Flathead County,wet-days
1956,Historical Emissions,1.092,0.062,0.154,Flathead County,wet-days
1957,Historical Emissions,1.746,0.062,0.808,Flathead County,wet-days
1958,Historical Emissions,1.692,0.277,0.654,Flathead County,wet-days
1959,Historical Emissions,1.154,0,0.769,Flathead County,wet-days
1960,Historical Emissions,1.715,0.092,0.5,Flathead County,wet-days
1961,Historical Emissions,1.038,0,0.192,Flathead County,wet-days
1962,Historical Emissions,2.146,0.1,0.846,Flathead County,wet-days
1963,Historical Emissions,0.846,0,0.385,Flathead County,wet-days
1964,Historical Emissions,1.169,0,0.154,Flathead County,wet-days
1965,Historical Emissions,1.346,0.138,0.538,Flathead County,wet-days
1966,Historical Emissions,1.477,0,1.192,Flathead County,wet-days
1967,Historical Emissions,1.177,0.162,0.808,Flathead County,wet-days
1968,Historical Emissions,1.446,0.031,0.385,Flathead County,wet-days
1969,Historical Emissions,1.177,0,0.192,Flathead County,wet-days
1970,Historical Emissions,1.3,0.062,0.654,Flathead County,wet-days
1971,Historical Emissions,0.915,0,0.231,Flathead County,wet-days
1972,Historical Emissions,1.562,0.069,0.346,Flathead County,wet-days
1973,Historical Emissions,0.915,0.123,0.731,Flathead County,wet-days
1974,Historical Emissions,1.215,0.246,0.538,Flathead County,wet-days
1975,Historical Emissions,1.538,0.031,0.231,Flathead County,wet-days
1976,Historical Emissions,1.508,0,0.269,Flathead County,wet-days
1977,Historical Emissions,0.892,0.031,0.192,Flathead County,wet-days
1978,Historical Emissions,1.738,0.231,0.692,Flathead County,wet-days
1979,Historical Emissions,2.969,0,0.346,Flathead County,wet-days
1980,Historical Emissions,0.915,0,0.231,Flathead County,wet-days
1981,Historical Emissions,1.285,0.031,0.308,Flathead County,wet-days
1982,Historical Emissions,1.131,0.038,0.385,Flathead County,wet-days
1983,Historical Emissions,1.146,0.062,0.808,Flathead County,wet-days
1984,Historical Emissions,0.631,0,0.269,Flathead County,wet-days
1985,Historical Emissions,1.577,0,0.385,Flathead County,wet-days
1986,Historical Emissions,1.315,0.131,0.231,Flathead County,wet-days
1987,Historical Emissions,0.615,0.062,0.308,Flathead County,wet-days
1988,Historical Emissions,0.846,0,0.308,Flathead County,wet-days
1989,Historical Emissions,1.492,0.069,0.731,Flathead County,wet-days
1990,Historical Emissions,1.377,0.131,0.846,Flathead County,wet-days
1991,Historical Emissions,1.292,0,0.692,Flathead County,wet-days
1992,Historical Emissions,1.615,0,0.154,Flathead County,wet-days
1993,Historical Emissions,0.923,0.177,0.538,Flathead County,wet-days
1994,Historical Emissions,1.215,0,0.077,Flathead County,wet-days
1995,Historical Emissions,1.715,0,0.308,Flathead County,wet-days
1996,Historical Emissions,1.446,0,0.231,Flathead County,wet-days
1997,Historical Emissions,1.431,0,0.308,Flathead County,wet-days
1998,Historical Emissions,1.662,0.377,1.077,Flathead County,wet-days
1999,Historical Emissions,1.123,0.123,0.654,Flathead County,wet-days
2000,Historical Emissions,1.269,0.254,0.615,Flathead County,wet-days
2001,Historical Emissions,1.085,0.062,0.423,Flathead County,wet-days
2002,Historical Emissions,1.6,0.185,0.731,Flathead County,wet-days
2003,Historical Emissions,1.915,0,0.308,Flathead County,wet-days
2004,Historical Emissions,1.038,0,0.346,Flathead County,wet-days
2005,Historical Emissions,0.731,0.062,0.462,Flathead County,wet-days
2006,Historical Emissions,1.554,0.062,0.808,Flathead County,wet-days
2007,Historical Emissions,1.285,0.031,0.385,Flathead County,wet-days
2008,Historical Emissions,1.646,0.169,0.538,Flathead County,wet-days
2009,Historical Emissions,1.646,0.131,0.923,Flathead County,wet-days
2010,Historical Emissions,1.015,0.185,0.615,Flathead County,wet-days
2011,Historical Emissions,1.577,0.262,1.192,Flathead County,wet-days
2012,Historical Emissions,0.654,0,0.231,Flathead County,wet-days
2013,Historical Emissions,3.154,0.062,1.077,Flathead County,wet-days
2014,Historical Emissions,1.523,0.1,0.538,Flathead County,wet-days
2015,"Moderating Emissions
(SSP1-2.6)",1.346,0,0.538,Flathead County,wet-days
2015,"Middle of the Road
(SSP2-4.5)",1.092,0.031,0.346,Flathead County,wet-days
2015,"High Emissions
(SSP3-7.0)",1.769,0,0.308,Flathead County,wet-days
2015,"Accelerating Emissions
(SSP5-8.5)",1.469,0,0.269,Flathead County,wet-days
2016,"Moderating Emissions
(SSP1-2.6)",0.969,0.092,0.423,Flathead County,wet-days
2016,"Middle of the Road
(SSP2-4.5)",0.715,0,0.192,Flathead County,wet-days
2016,"High Emissions
(SSP3-7.0)",0.846,0.092,0.731,Flathead County,wet-days
2016,"Accelerating Emissions
(SSP5-8.5)",1.623,0,1.038,Flathead County,wet-days
2017,"Moderating Emissions
(SSP1-2.6)",3.715,0.062,1.269,Flathead County,wet-days
2017,"Middle of the Road
(SSP2-4.5)",1.485,0.185,0.769,Flathead County,wet-days
2017,"High Emissions
(SSP3-7.0)",2,0,0.462,Flathead County,wet-days
2017,"Accelerating Emissions
(SSP5-8.5)",1.892,0,0.846,Flathead County,wet-days
2018,"Moderating Emissions
(SSP1-2.6)",0.9,0.031,0.346,Flathead County,wet-days
2018,"Middle of the Road
(SSP2-4.5)",1.3,0,0.269,Flathead County,wet-days
2018,"High Emissions
(SSP3-7.0)",1.992,0,0.692,Flathead County,wet-days
2018,"Accelerating Emissions
(SSP5-8.5)",2.077,0.092,0.808,Flathead County,wet-days
2019,"Moderating Emissions
(SSP1-2.6)",1.954,0.123,0.923,Flathead County,wet-days
2019,"Middle of the Road
(SSP2-4.5)",2.085,0,0.577,Flathead County,wet-days
2019,"High Emissions
(SSP3-7.0)",1.385,0.062,0.923,Flathead County,wet-days
2019,"Accelerating Emissions
(SSP5-8.5)",1.515,0.031,0.577,Flathead County,wet-days
2020,"Moderating Emissions
(SSP1-2.6)",1.423,0,0.5,Flathead County,wet-days
2020,"Middle of the Road
(SSP2-4.5)",1.777,0,0.577,Flathead County,wet-days
2020,"High Emissions
(SSP3-7.0)",2.362,0.108,0.731,Flathead County,wet-days
2020,"Accelerating Emissions
(SSP5-8.5)",1.054,0,0.731,Flathead County,wet-days
2021,"Moderating Emissions
(SSP1-2.6)",1.5,0.354,0.808,Flathead County,wet-days
2021,"Middle of the Road
(SSP2-4.5)",2.323,0,0.385,Flathead County,wet-days
2021,"High Emissions
(SSP3-7.0)",0.923,0.031,0.5,Flathead County,wet-days
2021,"Accelerating Emissions
(SSP5-8.5)",1.092,0,0.654,Flathead County,wet-days
2022,"Moderating Emissions
(SSP1-2.6)",1.277,0.069,0.808,Flathead County,wet-days
2022,"Middle of the Road
(SSP2-4.5)",1.577,0,0.462,Flathead County,wet-days
2022,"High Emissions
(SSP3-7.0)",0.985,0,0.692,Flathead County,wet-days
2022,"Accelerating Emissions
(SSP5-8.5)",1.969,0.369,1.154,Flathead County,wet-days
2023,"Moderating Emissions
(SSP1-2.6)",1.738,0,0.692,Flathead County,wet-days
2023,"Middle of the Road
(SSP2-4.5)",1.508,0.062,0.615,Flathead County,wet-days
2023,"High Emissions
(SSP3-7.0)",1.192,0.031,0.462,Flathead County,wet-days
2023,"Accelerating Emissions
(SSP5-8.5)",2,0.638,0.808,Flathead County,wet-days
2024,"Moderating Emissions
(SSP1-2.6)",1.931,0,1,Flathead County,wet-days
2024,"Middle of the Road
(SSP2-4.5)",1.923,0.062,0.769,Flathead County,wet-days
2024,"High Emissions
(SSP3-7.0)",1.5,0.185,0.577,Flathead County,wet-days
2024,"Accelerating Emissions
(SSP5-8.5)",1.1,0.408,0.692,Flathead County,wet-days
2025,"Moderating Emissions
(SSP1-2.6)",2.754,0.338,1.192,Flathead County,wet-days
2025,"Middle of the Road
(SSP2-4.5)",1.323,0.669,1,Flathead County,wet-days
2025,"High Emissions
(SSP3-7.0)",1.731,0,0.115,Flathead County,wet-days
2025,"Accelerating Emissions
(SSP5-8.5)",1,0,0.385,Flathead County,wet-days
2026,"Moderating Emissions
(SSP1-2.6)",1.8,0,0.385,Flathead County,wet-days
2026,"Middle of the Road
(SSP2-4.5)",1.985,0.123,0.692,Flathead County,wet-days
