year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,17.119,10.916,13.677,Blackfeet,pr
1951,Historical Emissions,17.34,11.447,12.809,Blackfeet,pr
1952,Historical Emissions,19.03,13.482,15.171,Blackfeet,pr
1953,Historical Emissions,16.376,13.882,14.873,Blackfeet,pr
1954,Historical Emissions,19.169,15.397,17.674,Blackfeet,pr
1955,Historical Emissions,19.372,11.149,14.747,Blackfeet,pr
1956,Historical Emissions,18.567,11.898,14.72,Blackfeet,pr
1957,Historical Emissions,20.32,13.091,16.419,Blackfeet,pr
1958,Historical Emissions,20.479,14.483,16.47,Blackfeet,pr
1959,Historical Emissions,19.046,13.149,15.151,Blackfeet,pr
1960,Historical Emissions,18.418,12.693,14.905,Blackfeet,pr
1961,Historical Emissions,19.52,12.249,13.173,Blackfeet,pr
1962,Historical Emissions,21.023,11.866,15.689,Blackfeet,pr
1963,Historical Emissions,18.958,13.921,16.627,Blackfeet,pr
1964,Historical Emissions,16.93,11.237,13.335,Blackfeet,pr
1965,Historical Emissions,17.145,12.478,15.671,Blackfeet,pr
1966,Historical Emissions,20.238,14.19,15.916,Blackfeet,pr
1967,Historical Emissions,18.844,11.716,15.678,Blackfeet,pr
1968,Historical Emissions,18.598,16.071,17.103,Blackfeet,pr
1969,Historical Emissions,16.54,12.388,14.251,Blackfeet,pr
1970,Historical Emissions,19.422,11.36,15.753,Blackfeet,pr
1971,Historical Emissions,17.593,10.098,14.687,Blackfeet,pr
1972,Historical Emissions,20.227,12.952,15.693,Blackfeet,pr
1973,Historical Emissions,17.223,14.397,15.925,Blackfeet,pr
1974,Historical Emissions,20.608,11.426,14.278,Blackfeet,pr
1975,Historical Emissions,17.654,13.063,15.419,Blackfeet,pr
1976,Historical Emissions,21.237,12.964,14.151,Blackfeet,pr
1977,Historical Emissions,20.028,13.218,15.997,Blackfeet,pr
1978,Historical Emissions,18.635,14.848,16.893,Blackfeet,pr
1979,Historical Emissions,20.975,12.968,15.02,Blackfeet,pr
1980,Historical Emissions,19.112,11.616,14.656,Blackfeet,pr
