scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Apr,Mid Century (2040-2069),1.993,0.445,1.006,Fort Peck,pr
Historical Emissions,Aug,Mid Century (2040-2069),2.496,0.29,1.169,Fort Peck,pr
Historical Emissions,Dec,Mid Century (2040-2069),0.918,0.148,0.459,Fort Peck,pr
Historical Emissions,Feb,Mid Century (2040-2069),0.613,0.099,0.313,Fort Peck,pr
Historical Emissions,Jan,Mid Century (2040-2069),0.854,0.157,0.46,Fort Peck,pr
Historical Emissions,Jul,Mid Century (2040-2069),3.51,0.614,1.754,Fort Peck,pr
Historical Emissions,Jun,Mid Century (2040-2069),4.556,1.313,2.672,Fort Peck,pr
Historical Emissions,Mar,Mid Century (2040-2069),1.001,0.194,0.491,Fort Peck,pr
Historical Emissions,May,Mid Century (2040-2069),3.821,0.931,2.108,Fort Peck,pr
Historical Emissions,Nov,Mid Century (2040-2069),0.962,0.114,0.431,Fort Peck,pr
Historical Emissions,Oct,Mid Century (2040-2069),1.577,0.127,0.603,Fort Peck,pr
Historical Emissions,Sep,Mid Century (2040-2069),2.14,0.229,0.932,Fort Peck,pr
Historical Emissions,Apr,End-of-Century (2070-2099),1.993,0.445,1.006,Fort Peck,pr
Historical Emissions,Aug,End-of-Century (2070-2099),2.496,0.29,1.169,Fort Peck,pr
Historical Emissions,Dec,End-of-Century (2070-2099),0.918,0.148,0.459,Fort Peck,pr
Historical Emissions,Feb,End-of-Century (2070-2099),0.613,0.099,0.313,Fort Peck,pr
Historical Emissions,Jan,End-of-Century (2070-2099),0.854,0.157,0.46,Fort Peck,pr
Historical Emissions,Jul,End-of-Century (2070-2099),3.51,0.614,1.754,Fort Peck,pr
Historical Emissions,Jun,End-of-Century (2070-2099),4.556,1.313,2.672,Fort Peck,pr
Historical Emissions,Mar,End-of-Century (2070-2099),1.001,0.194,0.491,Fort Peck,pr
Historical Emissions,May,End-of-Century (2070-2099),3.821,0.931,2.108,Fort Peck,pr
Historical Emissions,Nov,End-of-Century (2070-2099),0.962,0.114,0.431,Fort Peck,pr
Historical Emissions,Oct,End-of-Century (2070-2099),1.577,0.127,0.603,Fort Peck,pr
Historical Emissions,Sep,End-of-Century (2070-2099),2.14,0.229,0.932,Fort Peck,pr
"Moderating Emissions
(SSP1-2.6)",Apr,End-of-Century (2070-2099),1.684,0.586,1.201,Fort Peck,pr
