scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),1,0,0.25,Northern Cheyenne,con-wet
Historical Emissions,Jan,End-of-Century (2070-2099),1,0,0.25,Northern Cheyenne,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),1,0,0.375,Northern Cheyenne,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),1,0,0.25,Northern Cheyenne,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),1.15,0,1,Northern Cheyenne,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),1,0,0.5,Northern Cheyenne,con-wet
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),1,0,0.875,Northern Cheyenne,con-wet
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),1.25,0,0.75,Northern Cheyenne,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),1.65,0,0,Northern Cheyenne,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),1,0,0.625,Northern Cheyenne,con-wet
