year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,59.195,56.686,58.141,Billings,tasmax
1951,Historical Emissions,59.313,56.189,57.92,Billings,tasmax
1952,Historical Emissions,59.178,55.11,57.179,Billings,tasmax
1953,Historical Emissions,59.289,55.331,57.237,Billings,tasmax
1954,Historical Emissions,58.687,55.059,56.396,Billings,tasmax
1955,Historical Emissions,60.549,55.952,56.41,Billings,tasmax
1956,Historical Emissions,59.984,56.643,58.136,Billings,tasmax
1957,Historical Emissions,61.881,55.331,57.668,Billings,tasmax
1958,Historical Emissions,59.308,56.309,57.206,Billings,tasmax
1959,Historical Emissions,57.45,54.513,55.809,Billings,tasmax
1960,Historical Emissions,58.794,54.698,56.253,Billings,tasmax
1961,Historical Emissions,59.215,55.5,57.285,Billings,tasmax
1962,Historical Emissions,58.001,53.972,56.19,Billings,tasmax
1963,Historical Emissions,57.382,54.681,55.722,Billings,tasmax
1964,Historical Emissions,57.813,54.755,56.977,Billings,tasmax
1965,Historical Emissions,58.014,54.775,56.835,Billings,tasmax
1966,Historical Emissions,59.247,55.066,56.765,Billings,tasmax
1967,Historical Emissions,58.213,55.654,56.448,Billings,tasmax
1968,Historical Emissions,57.372,53.921,55.719,Billings,tasmax
1969,Historical Emissions,57.431,55.157,56.668,Billings,tasmax
1970,Historical Emissions,58.016,55.78,57.734,Billings,tasmax
1971,Historical Emissions,59.994,56.541,58.359,Billings,tasmax
1972,Historical Emissions,58.391,55.302,56.594,Billings,tasmax
1973,Historical Emissions,58.784,55.246,56.682,Billings,tasmax
1974,Historical Emissions,58.108,54.661,57.716,Billings,tasmax
1975,Historical Emissions,58.426,54.776,57.4,Billings,tasmax
1976,Historical Emissions,57.638,55.518,56.864,Billings,tasmax
1977,Historical Emissions,59.553,55.948,57.777,Billings,tasmax
1978,Historical Emissions,59.197,55.243,56.489,Billings,tasmax
1979,Historical Emissions,59.624,54.791,58.337,Billings,tasmax
1980,Historical Emissions,58.743,55.227,56.851,Billings,tasmax
1981,Historical Emissions,59.424,56.214,58.24,Billings,tasmax
1982,Historical Emissions,58.879,56.079,57.238,Billings,tasmax
1983,Historical Emissions,58.378,55.397,56.729,Billings,tasmax
1984,Historical Emissions,59.01,55.497,57.317,Billings,tasmax
1985,Historical Emissions,58.783,56.262,57.485,Billings,tasmax
1986,Historical Emissions,56.597,54.979,55.363,Billings,tasmax
1987,Historical Emissions,57.37,54.533,55.699,Billings,tasmax
1988,Historical Emissions,58.687,55.398,57.153,Billings,tasmax
1989,Historical Emissions,58.982,56.048,57.187,Billings,tasmax
1990,Historical Emissions,60.242,56.046,58.388,Billings,tasmax
1991,Historical Emissions,58.943,55.293,56.5,Billings,tasmax
1992,Historical Emissions,57.523,55.232,56.411,Billings,tasmax
1993,Historical Emissions,58.465,55.268,56.8,Billings,tasmax
1994,Historical Emissions,60.017,55.695,57.095,Billings,tasmax
1995,Historical Emissions,59.69,55.817,57.562,Billings,tasmax
1996,Historical Emissions,60.589,57.592,58.807,Billings,tasmax
1997,Historical Emissions,59.928,55.411,57.346,Billings,tasmax
1998,Historical Emissions,59.749,55.313,58.331,Billings,tasmax
1999,Historical Emissions,59.765,56.812,57.975,Billings,tasmax
2000,Historical Emissions,59.067,56.062,57.858,Billings,tasmax
2001,Historical Emissions,59.134,56.781,57.998,Billings,tasmax
2002,Historical Emissions,61.334,57.298,58.625,Billings,tasmax
2003,Historical Emissions,60.402,57.323,58.754,Billings,tasmax
2004,Historical Emissions,60.339,58.6,59.366,Billings,tasmax
2005,Historical Emissions,61.746,57.458,59.94,Billings,tasmax
2006,Historical Emissions,60.884,56.435,57.611,Billings,tasmax
2007,Historical Emissions,59.754,57.686,58.284,Billings,tasmax
2008,Historical Emissions,59.557,57.375,58.525,Billings,tasmax
