year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,263.503,229.15,253.71,Billings,dry-days
1951,Historical Emissions,264.609,234.882,243.699,Billings,dry-days
1952,Historical Emissions,269.089,235.767,246.337,Billings,dry-days
1953,Historical Emissions,260.175,227.27,246.484,Billings,dry-days
1954,Historical Emissions,264.681,217.883,241.724,Billings,dry-days
1955,Historical Emissions,271.046,234.133,249.277,Billings,dry-days
1956,Historical Emissions,270.966,232.39,258.701,Billings,dry-days
1957,Historical Emissions,282.492,219.588,246.748,Billings,dry-days
1958,Historical Emissions,257.251,225.438,249.026,Billings,dry-days
1959,Historical Emissions,252.665,223.477,233.758,Billings,dry-days
1960,Historical Emissions,270.536,226.618,242.181,Billings,dry-days
1961,Historical Emissions,258.949,235.853,245.962,Billings,dry-days
1962,Historical Emissions,272.971,226.292,244.278,Billings,dry-days
1963,Historical Emissions,255.937,221.795,247.639,Billings,dry-days
1964,Historical Emissions,261.619,234.347,252.88,Billings,dry-days
1965,Historical Emissions,264.657,236.978,243.592,Billings,dry-days
1966,Historical Emissions,262.945,220.821,245.866,Billings,dry-days
1967,Historical Emissions,262.923,225.493,243.408,Billings,dry-days
1968,Historical Emissions,256.624,217.065,243.999,Billings,dry-days
1969,Historical Emissions,265.993,231.785,242.241,Billings,dry-days
1970,Historical Emissions,262.763,231.557,245.578,Billings,dry-days
1971,Historical Emissions,274.693,225.757,257.964,Billings,dry-days
1972,Historical Emissions,262.017,234.112,251.628,Billings,dry-days
1973,Historical Emissions,265.94,222.001,239.037,Billings,dry-days
1974,Historical Emissions,262.44,219.815,249.772,Billings,dry-days
1975,Historical Emissions,262.55,233.289,243.373,Billings,dry-days
1976,Historical Emissions,252.627,234.66,248.325,Billings,dry-days
1977,Historical Emissions,260.685,227.626,243.76,Billings,dry-days
1978,Historical Emissions,255.555,221.031,237.483,Billings,dry-days
1979,Historical Emissions,256.134,227.845,245.543,Billings,dry-days
1980,Historical Emissions,271.498,222.837,238.42,Billings,dry-days
1981,Historical Emissions,258.854,231.156,238.228,Billings,dry-days
1982,Historical Emissions,262.964,232.099,241.771,Billings,dry-days
1983,Historical Emissions,266.163,237.176,249.409,Billings,dry-days
1984,Historical Emissions,266.073,233.432,247.374,Billings,dry-days
1985,Historical Emissions,258.006,231.088,251.061,Billings,dry-days
1986,Historical Emissions,245.455,205.472,233.048,Billings,dry-days
1987,Historical Emissions,246.648,225.217,230.386,Billings,dry-days
1988,Historical Emissions,253.069,223.33,242.531,Billings,dry-days
1989,Historical Emissions,261.896,226.969,248.686,Billings,dry-days
1990,Historical Emissions,264.62,229.224,238.374,Billings,dry-days
1991,Historical Emissions,274.917,217.548,245.76,Billings,dry-days
1992,Historical Emissions,270.203,239.215,244.289,Billings,dry-days
1993,Historical Emissions,254.555,233.772,237.674,Billings,dry-days
1994,Historical Emissions,265.768,233.828,244.542,Billings,dry-days
1995,Historical Emissions,264.784,232.136,244.783,Billings,dry-days
1996,Historical Emissions,288.505,224.072,238.049,Billings,dry-days
1997,Historical Emissions,256.99,233.378,242.842,Billings,dry-days
1998,Historical Emissions,267.559,225.731,234.436,Billings,dry-days
1999,Historical Emissions,254.942,235.492,247.928,Billings,dry-days
2000,Historical Emissions,264.169,232.484,249.362,Billings,dry-days
