year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,194.884,171.52,176.336,Malta,freeze-free
1951,Historical Emissions,187.297,173.518,182.236,Malta,freeze-free
1952,Historical Emissions,182.792,174.103,178.506,Malta,freeze-free
1953,Historical Emissions,181.097,172.201,177.331,Malta,freeze-free
1954,Historical Emissions,197.653,166.062,173.471,Malta,freeze-free
1955,Historical Emissions,185.908,171.489,181.543,Malta,freeze-free
1956,Historical Emissions,199.746,177.93,184.425,Malta,freeze-free
1957,Historical Emissions,198.229,172.927,186.693,Malta,freeze-free
1958,Historical Emissions,189.735,173.657,184.33,Malta,freeze-free
1959,Historical Emissions,186.814,168.547,178.527,Malta,freeze-free
1960,Historical Emissions,192.523,164.666,180.59,Malta,freeze-free
1961,Historical Emissions,193.271,168.496,185.96,Malta,freeze-free
1962,Historical Emissions,189.132,169.105,175.251,Malta,freeze-free
1963,Historical Emissions,186.525,175.537,179.064,Malta,freeze-free
1964,Historical Emissions,189.136,169.66,176.835,Malta,freeze-free
1965,Historical Emissions,186.94,165.964,176.993,Malta,freeze-free
1966,Historical Emissions,190.943,171.195,177.001,Malta,freeze-free
1967,Historical Emissions,190.492,164.129,177.048,Malta,freeze-free
1968,Historical Emissions,185.523,165.743,175.309,Malta,freeze-free
1969,Historical Emissions,181.206,162.089,174.672,Malta,freeze-free
1970,Historical Emissions,190.244,167.13,179.205,Malta,freeze-free
1971,Historical Emissions,199.675,172.098,186.944,Malta,freeze-free
1972,Historical Emissions,182.636,169.499,177.45,Malta,freeze-free
1973,Historical Emissions,190.106,171.649,181.953,Malta,freeze-free
1974,Historical Emissions,188.562,167.632,180.109,Malta,freeze-free
1975,Historical Emissions,196.583,170.436,177.748,Malta,freeze-free
1976,Historical Emissions,187.815,169.621,179.363,Malta,freeze-free
1977,Historical Emissions,192.342,172.332,181.275,Malta,freeze-free
1978,Historical Emissions,196.163,172.889,180.199,Malta,freeze-free
1979,Historical Emissions,196.094,173.617,185.252,Malta,freeze-free
1980,Historical Emissions,192.244,169.195,181.032,Malta,freeze-free
1981,Historical Emissions,195.124,172.791,184.481,Malta,freeze-free
1982,Historical Emissions,194.04,170.046,184.252,Malta,freeze-free
1983,Historical Emissions,188.634,163.997,176.851,Malta,freeze-free
1984,Historical Emissions,185.74,175.336,183.842,Malta,freeze-free
1985,Historical Emissions,195.721,178.386,188.915,Malta,freeze-free
1986,Historical Emissions,187.294,165.208,171.998,Malta,freeze-free
1987,Historical Emissions,187.685,163.407,180.472,Malta,freeze-free
1988,Historical Emissions,193.18,172.529,178.094,Malta,freeze-free
1989,Historical Emissions,194.223,175.071,179.842,Malta,freeze-free
1990,Historical Emissions,195.682,168.481,186.426,Malta,freeze-free
1991,Historical Emissions,196.264,175.996,179.15,Malta,freeze-free
1992,Historical Emissions,184.503,168.889,172.867,Malta,freeze-free
1993,Historical Emissions,192.919,159.058,188.528,Malta,freeze-free
1994,Historical Emissions,188.231,173.366,184.463,Malta,freeze-free
1995,Historical Emissions,198.27,171.454,184.064,Malta,freeze-free
1996,Historical Emissions,195.492,181.991,188.466,Malta,freeze-free
1997,Historical Emissions,205.315,174.792,182.159,Malta,freeze-free
1998,Historical Emissions,199.064,174.861,188.551,Malta,freeze-free
1999,Historical Emissions,190.652,182.056,183.662,Malta,freeze-free
2000,Historical Emissions,195.482,173.077,185.135,Malta,freeze-free
2001,Historical Emissions,190.55,178.263,183.796,Malta,freeze-free
2002,Historical Emissions,205.349,176.184,195.324,Malta,freeze-free
2003,Historical Emissions,198.809,180.407,189.159,Malta,freeze-free
2004,Historical Emissions,199.853,186.646,193.732,Malta,freeze-free
2005,Historical Emissions,207.518,181.299,194.173,Malta,freeze-free
2006,Historical Emissions,199.55,176.59,190.069,Malta,freeze-free
2007,Historical Emissions,201.439,180.111,181.725,Malta,freeze-free
2008,Historical Emissions,195.935,182.18,189.631,Malta,freeze-free
2009,Historical Emissions,196.43,181.841,193.338,Malta,freeze-free
2010,Historical Emissions,199.486,183.392,188.929,Malta,freeze-free
2011,Historical Emissions,197.845,185.887,189.621,Malta,freeze-free
2012,Historical Emissions,197.684,182.673,188.418,Malta,freeze-free
2013,Historical Emissions,205.903,179.238,187.923,Malta,freeze-free
