year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,60.98,58.348,59.082,Carter County,tasmax
1951,Historical Emissions,61.473,56.813,59.553,Carter County,tasmax
1952,Historical Emissions,61.464,56.426,59.319,Carter County,tasmax
1953,Historical Emissions,62.398,55.757,58.071,Carter County,tasmax
1954,Historical Emissions,60.012,56.671,58.583,Carter County,tasmax
1955,Historical Emissions,62.57,57.298,58.44,Carter County,tasmax
1956,Historical Emissions,62.083,58.476,60.005,Carter County,tasmax
1957,Historical Emissions,64.958,57.142,59.327,Carter County,tasmax
1958,Historical Emissions,62.197,57.794,58.947,Carter County,tasmax
1959,Historical Emissions,58.588,55.801,58.22,Carter County,tasmax
1960,Historical Emissions,60.414,56.686,58.146,Carter County,tasmax
1961,Historical Emissions,61.146,57.277,58.927,Carter County,tasmax
1962,Historical Emissions,59.761,55.442,58.341,Carter County,tasmax
1963,Historical Emissions,59.077,56.269,57.215,Carter County,tasmax
1964,Historical Emissions,59.696,56.663,59.134,Carter County,tasmax
1965,Historical Emissions,59.626,55.949,58.203,Carter County,tasmax
1966,Historical Emissions,62.353,56.464,58.323,Carter County,tasmax
1967,Historical Emissions,60.407,56.316,58.972,Carter County,tasmax
1968,Historical Emissions,58.932,55.113,57.215,Carter County,tasmax
1969,Historical Emissions,59.05,56.259,57.989,Carter County,tasmax
1970,Historical Emissions,60.53,56.948,60.062,Carter County,tasmax
1971,Historical Emissions,61.991,58.36,60.107,Carter County,tasmax
1972,Historical Emissions,60.287,57.344,58.279,Carter County,tasmax
1973,Historical Emissions,61.021,56.95,57.666,Carter County,tasmax
1974,Historical Emissions,60.92,56.441,59.573,Carter County,tasmax
1975,Historical Emissions,60.897,56.671,58.668,Carter County,tasmax
1976,Historical Emissions,59.696,56.782,58.767,Carter County,tasmax
1977,Historical Emissions,61.377,57.57,59.227,Carter County,tasmax
1978,Historical Emissions,61.041,56.057,58.837,Carter County,tasmax
1979,Historical Emissions,61.94,56.836,61.159,Carter County,tasmax
1980,Historical Emissions,60.975,56.758,58.664,Carter County,tasmax
1981,Historical Emissions,60.949,57.566,60.009,Carter County,tasmax
1982,Historical Emissions,60.813,57.3,58.895,Carter County,tasmax
1983,Historical Emissions,59.523,56.703,58.249,Carter County,tasmax
1984,Historical Emissions,61.11,57.718,58.752,Carter County,tasmax
1985,Historical Emissions,60.824,57.797,59.956,Carter County,tasmax
1986,Historical Emissions,57.76,56.11,56.607,Carter County,tasmax
1987,Historical Emissions,58.896,55.849,56.208,Carter County,tasmax
1988,Historical Emissions,59.947,56.771,58.597,Carter County,tasmax
1989,Historical Emissions,61.244,57.543,58.761,Carter County,tasmax
1990,Historical Emissions,62.492,57.178,59.588,Carter County,tasmax
1991,Historical Emissions,60.554,56.819,58.466,Carter County,tasmax
1992,Historical Emissions,60.05,57.077,58.168,Carter County,tasmax
1993,Historical Emissions,60.501,57.463,58.316,Carter County,tasmax
1994,Historical Emissions,61.536,57.482,58.534,Carter County,tasmax
1995,Historical Emissions,62.533,57.952,58.68,Carter County,tasmax
1996,Historical Emissions,63.021,58.508,60.486,Carter County,tasmax
1997,Historical Emissions,62.53,57.552,59.027,Carter County,tasmax
1998,Historical Emissions,61.472,56.579,60.225,Carter County,tasmax
1999,Historical Emissions,61.793,58.658,59.998,Carter County,tasmax
2000,Historical Emissions,61.441,57.919,59.123,Carter County,tasmax
2001,Historical Emissions,61.221,57.825,59.408,Carter County,tasmax
2002,Historical Emissions,62.836,58.862,61.501,Carter County,tasmax
2003,Historical Emissions,62.372,58.356,59.625,Carter County,tasmax
2004,Historical Emissions,61.789,59.858,60.872,Carter County,tasmax
2005,Historical Emissions,63.648,59.365,62.084,Carter County,tasmax
2006,Historical Emissions,62.559,58.672,59.904,Carter County,tasmax
2007,Historical Emissions,62.477,58.946,61.01,Carter County,tasmax
2008,Historical Emissions,61.645,58.47,59.946,Carter County,tasmax
2009,Historical Emissions,61.594,58.613,59.996,Carter County,tasmax
2010,Historical Emissions,62.548,59.408,61.523,Carter County,tasmax
2011,Historical Emissions,62.314,60.206,61.152,Carter County,tasmax
2012,Historical Emissions,61.782,59.582,60.882,Carter County,tasmax
2013,Historical Emissions,62.986,58.242,60.947,Carter County,tasmax
2014,Historical Emissions,63.927,61.143,61.399,Carter County,tasmax
2015,"Moderating Emissions
(SSP1-2.6)",64.621,60.926,61.573,Carter County,tasmax
2015,"Middle of the Road
(SSP2-4.5)",63.87,58.988,61.473,Carter County,tasmax
2015,"High Emissions
(SSP3-7.0)",63.181,59.869,61.894,Carter County,tasmax
