scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Apr,Mid Century (2040-2069),21.556,13.722,17.472,Crow,dry-days
Historical Emissions,Aug,Mid Century (2040-2069),28.328,20.133,24.528,Crow,dry-days
Historical Emissions,Dec,Mid Century (2040-2069),25.272,17.5,21.695,Crow,dry-days
Historical Emissions,Feb,Mid Century (2040-2069),23.833,16.078,20.084,Crow,dry-days
Historical Emissions,Jan,Mid Century (2040-2069),25.717,17.167,21.889,Crow,dry-days
Historical Emissions,Jul,Mid Century (2040-2069),27.222,17.067,22.778,Crow,dry-days
Historical Emissions,Jun,Mid Century (2040-2069),20.661,11.672,15.806,Crow,dry-days
Historical Emissions,Mar,Mid Century (2040-2069),24.267,16.617,20.778,Crow,dry-days
Historical Emissions,May,Mid Century (2040-2069),21,11.517,15.806,Crow,dry-days
Historical Emissions,Nov,Mid Century (2040-2069),25.717,18.833,22.361,Crow,dry-days
Historical Emissions,Oct,Mid Century (2040-2069),27.611,20.228,24.195,Crow,dry-days
Historical Emissions,Sep,Mid Century (2040-2069),26.833,18.611,22.861,Crow,dry-days
Historical Emissions,Apr,End-of-Century (2070-2099),21.556,13.722,17.472,Crow,dry-days
Historical Emissions,Aug,End-of-Century (2070-2099),28.328,20.133,24.528,Crow,dry-days
Historical Emissions,Dec,End-of-Century (2070-2099),25.272,17.5,21.695,Crow,dry-days
Historical Emissions,Feb,End-of-Century (2070-2099),23.833,16.078,20.084,Crow,dry-days
Historical Emissions,Jan,End-of-Century (2070-2099),25.717,17.167,21.889,Crow,dry-days
Historical Emissions,Jul,End-of-Century (2070-2099),27.222,17.067,22.778,Crow,dry-days
Historical Emissions,Jun,End-of-Century (2070-2099),20.661,11.672,15.806,Crow,dry-days
Historical Emissions,Mar,End-of-Century (2070-2099),24.267,16.617,20.778,Crow,dry-days
Historical Emissions,May,End-of-Century (2070-2099),21,11.517,15.806,Crow,dry-days
Historical Emissions,Nov,End-of-Century (2070-2099),25.717,18.833,22.361,Crow,dry-days
Historical Emissions,Oct,End-of-Century (2070-2099),27.611,20.228,24.195,Crow,dry-days
Historical Emissions,Sep,End-of-Century (2070-2099),26.833,18.611,22.861,Crow,dry-days
"Moderating Emissions
(SSP1-2.6)",Apr,End-of-Century (2070-2099),20.161,14.661,17,Crow,dry-days
"Moderating Emissions
(SSP1-2.6)",Apr,Mid Century (2040-2069),20.955,13.083,16.944,Crow,dry-days
"Moderating Emissions
(SSP1-2.6)",Aug,End-of-Century (2070-2099),28.261,21.384,24.528,Crow,dry-days
"Moderating Emissions
(SSP1-2.6)",Aug,Mid Century (2040-2069),28.839,19.822,24.444,Crow,dry-days
"Moderating Emissions
(SSP1-2.6)",Dec,End-of-Century (2070-2099),25.623,16.133,22.361,Crow,dry-days
