year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,42.771,14.794,26.178,Miles City,above90
1951,Historical Emissions,48.222,11.122,28.954,Miles City,above90
1952,Historical Emissions,43.556,16.14,31.93,Miles City,above90
1953,Historical Emissions,39.476,15.771,24.134,Miles City,above90
1954,Historical Emissions,41.937,7.549,23.672,Miles City,above90
1955,Historical Emissions,40.812,17.033,23.443,Miles City,above90
1956,Historical Emissions,54.599,17.479,28.183,Miles City,above90
1957,Historical Emissions,53.317,9.52,26.975,Miles City,above90
1958,Historical Emissions,41.285,8.351,20.856,Miles City,above90
1959,Historical Emissions,28.404,6.207,15,Miles City,above90
1960,Historical Emissions,40.642,12.036,17.721,Miles City,above90
1961,Historical Emissions,32.801,11.302,15.096,Miles City,above90
1962,Historical Emissions,41.149,13.467,27.702,Miles City,above90
1963,Historical Emissions,27.395,14.927,20.458,Miles City,above90
1964,Historical Emissions,39.881,10.902,28.389,Miles City,above90
1965,Historical Emissions,27.643,14.162,23.492,Miles City,above90
1966,Historical Emissions,49.454,10.299,19.452,Miles City,above90
1967,Historical Emissions,35.449,12.031,29.229,Miles City,above90
1968,Historical Emissions,31.656,10.663,21.094,Miles City,above90
1969,Historical Emissions,33.959,12.145,29.184,Miles City,above90
1970,Historical Emissions,29.965,12.702,21.796,Miles City,above90
1971,Historical Emissions,36.697,13.711,25.254,Miles City,above90
1972,Historical Emissions,27.206,16.377,23.676,Miles City,above90
1973,Historical Emissions,42.35,10.372,28.333,Miles City,above90
1974,Historical Emissions,30.291,7.666,19.259,Miles City,above90
1975,Historical Emissions,32.092,10.095,21.652,Miles City,above90
1976,Historical Emissions,32.86,10.947,20.637,Miles City,above90
1977,Historical Emissions,39.046,9.439,15.218,Miles City,above90
1978,Historical Emissions,31.98,11.305,23.175,Miles City,above90
1979,Historical Emissions,35.424,10.039,19.392,Miles City,above90
1980,Historical Emissions,31.745,11.258,24.14,Miles City,above90
1981,Historical Emissions,31.82,16.061,20.139,Miles City,above90
1982,Historical Emissions,36.442,10.904,21.303,Miles City,above90
1983,Historical Emissions,30.128,8.265,18.906,Miles City,above90
1984,Historical Emissions,28.787,16.418,17.701,Miles City,above90
1985,Historical Emissions,42.222,13.218,27.866,Miles City,above90
1986,Historical Emissions,38.496,10.472,27.816,Miles City,above90
1987,Historical Emissions,35.074,6.746,22.039,Miles City,above90
1988,Historical Emissions,34.871,12.093,17.767,Miles City,above90
1989,Historical Emissions,40.125,11.327,29.104,Miles City,above90
1990,Historical Emissions,52.842,22.036,37.035,Miles City,above90
1991,Historical Emissions,39.599,10.79,19.98,Miles City,above90
1992,Historical Emissions,34.416,8.067,23.223,Miles City,above90
1993,Historical Emissions,30.597,13.1,22.15,Miles City,above90
1994,Historical Emissions,41.947,16.101,28.289,Miles City,above90
1995,Historical Emissions,51.35,22.887,35.538,Miles City,above90
