year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,211.32,182.28,187.6,Toole County,freeze-free
1951,Historical Emissions,198.22,188.74,192.6,Toole County,freeze-free
1952,Historical Emissions,199.8,183.46,193,Toole County,freeze-free
1953,Historical Emissions,196.94,181.36,186.9,Toole County,freeze-free
1954,Historical Emissions,210.44,177.5,192.4,Toole County,freeze-free
1955,Historical Emissions,198.2,183.96,194.1,Toole County,freeze-free
1956,Historical Emissions,212.1,189.46,200,Toole County,freeze-free
1957,Historical Emissions,213.64,183.72,203,Toole County,freeze-free
1958,Historical Emissions,202.86,186.9,195.1,Toole County,freeze-free
1959,Historical Emissions,198.14,180.8,192.8,Toole County,freeze-free
1960,Historical Emissions,203.04,175.34,193.2,Toole County,freeze-free
1961,Historical Emissions,210.28,183.56,196.1,Toole County,freeze-free
1962,Historical Emissions,199.56,182.5,187.6,Toole County,freeze-free
1963,Historical Emissions,201.64,190.02,194.1,Toole County,freeze-free
1964,Historical Emissions,200.64,179.98,188.1,Toole County,freeze-free
1965,Historical Emissions,198.4,177.76,191.5,Toole County,freeze-free
1966,Historical Emissions,201.56,186.12,191.1,Toole County,freeze-free
1967,Historical Emissions,205.14,174.44,190.4,Toole County,freeze-free
1968,Historical Emissions,204.3,171.8,190.1,Toole County,freeze-free
1969,Historical Emissions,198.46,173,184.6,Toole County,freeze-free
1970,Historical Emissions,206.06,184.2,193.8,Toole County,freeze-free
1971,Historical Emissions,217.2,186.08,202.7,Toole County,freeze-free
1972,Historical Emissions,196.3,183.06,191.3,Toole County,freeze-free
1973,Historical Emissions,202.86,186.4,194.6,Toole County,freeze-free
1974,Historical Emissions,202.72,180.56,192.8,Toole County,freeze-free
1975,Historical Emissions,202.96,185.1,192.5,Toole County,freeze-free
1976,Historical Emissions,199.32,178.36,190.6,Toole County,freeze-free
1977,Historical Emissions,210.4,188.28,195.2,Toole County,freeze-free
1978,Historical Emissions,212.78,179.22,189.9,Toole County,freeze-free
1979,Historical Emissions,215.06,186.14,198.9,Toole County,freeze-free
1980,Historical Emissions,200.12,184.38,189.4,Toole County,freeze-free
1981,Historical Emissions,210.46,186.64,198.3,Toole County,freeze-free
1982,Historical Emissions,209.24,181.26,201.5,Toole County,freeze-free
1983,Historical Emissions,208.38,174.48,190.2,Toole County,freeze-free
1984,Historical Emissions,203.16,182.38,196,Toole County,freeze-free
1985,Historical Emissions,214.06,193.4,199.7,Toole County,freeze-free
1986,Historical Emissions,203.62,176.28,183.3,Toole County,freeze-free
1987,Historical Emissions,204.44,174.66,192.5,Toole County,freeze-free
1988,Historical Emissions,207.1,181.38,189.4,Toole County,freeze-free
1989,Historical Emissions,204.52,185.74,194.8,Toole County,freeze-free
1990,Historical Emissions,210.96,178.32,203.7,Toole County,freeze-free
1991,Historical Emissions,210.64,185.76,195.5,Toole County,freeze-free
1992,Historical Emissions,206.16,177.98,188.9,Toole County,freeze-free
