scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),0.818,0.008,0.283,Malta,con-wet
Historical Emissions,Jan,End-of-Century (2070-2099),0.818,0.008,0.283,Malta,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),1.195,0.092,0.493,Malta,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),0.931,0.039,0.425,Malta,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),1.039,0.056,0.315,Malta,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),0.922,0.039,0.386,Malta,con-wet
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),1.002,0.079,0.512,Malta,con-wet
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),0.867,0.039,0.386,Malta,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),0.677,0.022,0.212,Malta,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),0.937,0.031,0.39,Malta,con-wet
