year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,35.402,31.136,31.882,Missoula,penman
1951,Historical Emissions,34.124,30.942,32.849,Missoula,penman
1952,Historical Emissions,33.31,30.449,32.173,Missoula,penman
1953,Historical Emissions,33.021,31.226,32.37,Missoula,penman
1954,Historical Emissions,33.905,29.932,31.602,Missoula,penman
1955,Historical Emissions,34.032,30.811,31.8,Missoula,penman
1956,Historical Emissions,34.362,30.268,31.921,Missoula,penman
1957,Historical Emissions,34.268,29.864,31.494,Missoula,penman
1958,Historical Emissions,32.964,29.715,31.485,Missoula,penman
1959,Historical Emissions,32.66,30.464,31.466,Missoula,penman
1960,Historical Emissions,32.897,30.512,30.883,Missoula,penman
1961,Historical Emissions,33.159,30.6,31.703,Missoula,penman
1962,Historical Emissions,32.885,29.403,31.889,Missoula,penman
1963,Historical Emissions,32.152,29.103,31.001,Missoula,penman
1964,Historical Emissions,32.787,30.353,31.716,Missoula,penman
1965,Historical Emissions,32.776,29.871,32.25,Missoula,penman
1966,Historical Emissions,33.569,29.071,31.316,Missoula,penman
1967,Historical Emissions,33.253,30.628,31.424,Missoula,penman
1968,Historical Emissions,31.859,29.275,31.284,Missoula,penman
1969,Historical Emissions,32.632,30.239,32.17,Missoula,penman
1970,Historical Emissions,32.204,30.152,31.293,Missoula,penman
1971,Historical Emissions,35.423,30.399,31.882,Missoula,penman
1972,Historical Emissions,33.209,30.49,31.895,Missoula,penman
1973,Historical Emissions,34.326,29.974,31.397,Missoula,penman
1974,Historical Emissions,33.226,29.256,31.965,Missoula,penman
1975,Historical Emissions,33.1,30.815,31.938,Missoula,penman
1976,Historical Emissions,33.306,30.979,31.52,Missoula,penman
1977,Historical Emissions,34.649,30.4,31.468,Missoula,penman
1978,Historical Emissions,32.694,30.671,31.638,Missoula,penman
1979,Historical Emissions,33.881,29.688,32.609,Missoula,penman
1980,Historical Emissions,33.674,29.898,32.851,Missoula,penman
1981,Historical Emissions,33.459,29.896,32.221,Missoula,penman
1982,Historical Emissions,33.237,30.557,32.345,Missoula,penman
1983,Historical Emissions,33.019,29.625,31.799,Missoula,penman
1984,Historical Emissions,33.513,29.97,32.174,Missoula,penman
1985,Historical Emissions,33.723,30.799,32.039,Missoula,penman
1986,Historical Emissions,32.422,30.249,31.984,Missoula,penman
1987,Historical Emissions,35.33,30.26,31.152,Missoula,penman
1988,Historical Emissions,33.608,30.805,31.504,Missoula,penman
1989,Historical Emissions,34.522,30.727,33.026,Missoula,penman
1990,Historical Emissions,35.435,31.229,33.119,Missoula,penman
