year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,17.513,10.166,13.121,Northern Cheyenne,pr
1951,Historical Emissions,17.606,11.922,14.056,Northern Cheyenne,pr
1952,Historical Emissions,16.157,10.869,13.719,Northern Cheyenne,pr
1953,Historical Emissions,17.714,10.997,15.818,Northern Cheyenne,pr
1954,Historical Emissions,18.726,11.69,13.021,Northern Cheyenne,pr
1955,Historical Emissions,16.722,8.588,13.66,Northern Cheyenne,pr
1956,Historical Emissions,16.48,8.438,13.122,Northern Cheyenne,pr
1957,Historical Emissions,19.062,10.517,14.794,Northern Cheyenne,pr
1958,Historical Emissions,17.194,11.282,14.145,Northern Cheyenne,pr
1959,Historical Emissions,18.77,12.783,14.186,Northern Cheyenne,pr
1960,Historical Emissions,16.243,11.052,14.375,Northern Cheyenne,pr
1961,Historical Emissions,15.64,12.233,14.568,Northern Cheyenne,pr
1962,Historical Emissions,17.957,11.114,14.86,Northern Cheyenne,pr
1963,Historical Emissions,16.999,12.783,14.269,Northern Cheyenne,pr
1964,Historical Emissions,16.694,11.079,12.654,Northern Cheyenne,pr
1965,Historical Emissions,15.439,10.879,13.423,Northern Cheyenne,pr
1966,Historical Emissions,17.471,10.648,14.071,Northern Cheyenne,pr
1967,Historical Emissions,19.922,10.952,14.444,Northern Cheyenne,pr
1968,Historical Emissions,20.688,13.569,13.803,Northern Cheyenne,pr
1969,Historical Emissions,14.597,13.254,14.285,Northern Cheyenne,pr
1970,Historical Emissions,17.345,11.908,13.689,Northern Cheyenne,pr
1971,Historical Emissions,15.432,12.068,13.254,Northern Cheyenne,pr
1972,Historical Emissions,16.425,13.181,14.401,Northern Cheyenne,pr
1973,Historical Emissions,16.727,13.338,14.865,Northern Cheyenne,pr
1974,Historical Emissions,17.46,12.035,15.004,Northern Cheyenne,pr
1975,Historical Emissions,16.068,11.896,14.634,Northern Cheyenne,pr
1976,Historical Emissions,16.477,11.463,14.847,Northern Cheyenne,pr
1977,Historical Emissions,16.534,10.526,13.874,Northern Cheyenne,pr
1978,Historical Emissions,19.505,13.674,16.474,Northern Cheyenne,pr
1979,Historical Emissions,18.454,14.356,14.907,Northern Cheyenne,pr
1980,Historical Emissions,19.354,11.12,13.798,Northern Cheyenne,pr
1981,Historical Emissions,16.384,11.767,13.86,Northern Cheyenne,pr
1982,Historical Emissions,18.152,11.669,14.055,Northern Cheyenne,pr
1983,Historical Emissions,18.071,13.188,14.709,Northern Cheyenne,pr
1984,Historical Emissions,16.146,11.979,14.002,Northern Cheyenne,pr
1985,Historical Emissions,15.703,11.471,13.847,Northern Cheyenne,pr
1986,Historical Emissions,21.838,14.497,16.52,Northern Cheyenne,pr
1987,Historical Emissions,18.65,13.45,15.472,Northern Cheyenne,pr
1988,Historical Emissions,18.413,14.174,17.012,Northern Cheyenne,pr
1989,Historical Emissions,17.654,12.04,14.686,Northern Cheyenne,pr
1990,Historical Emissions,16.112,10.719,14.186,Northern Cheyenne,pr
1991,Historical Emissions,17.565,10.375,14.929,Northern Cheyenne,pr
1992,Historical Emissions,15.085,12.634,13.548,Northern Cheyenne,pr
1993,Historical Emissions,16.265,12.964,14.484,Northern Cheyenne,pr
1994,Historical Emissions,16.361,10.506,12.467,Northern Cheyenne,pr
1995,Historical Emissions,17.475,10.366,13.47,Northern Cheyenne,pr
1996,Historical Emissions,16.125,7.491,13.507,Northern Cheyenne,pr
1997,Historical Emissions,17.463,11.682,14.655,Northern Cheyenne,pr
1998,Historical Emissions,17.608,12.703,14.805,Northern Cheyenne,pr
1999,Historical Emissions,17.267,12.446,15.547,Northern Cheyenne,pr
2000,Historical Emissions,16.447,11.887,13.868,Northern Cheyenne,pr
2001,Historical Emissions,18.403,11.541,13.017,Northern Cheyenne,pr
2002,Historical Emissions,15.822,11.991,14.415,Northern Cheyenne,pr
2003,Historical Emissions,17.334,12.256,13.993,Northern Cheyenne,pr
2004,Historical Emissions,18.401,9.747,15.564,Northern Cheyenne,pr
2005,Historical Emissions,14.93,11.474,12.932,Northern Cheyenne,pr
2006,Historical Emissions,19.355,13.123,16.474,Northern Cheyenne,pr
2007,Historical Emissions,15.456,11.043,13.621,Northern Cheyenne,pr
2008,Historical Emissions,16.994,11.815,14.024,Northern Cheyenne,pr
2009,Historical Emissions,18.016,12.139,14.997,Northern Cheyenne,pr
2010,Historical Emissions,16.527,10.964,14.445,Northern Cheyenne,pr
2011,Historical Emissions,15.946,10.906,13.952,Northern Cheyenne,pr
2012,Historical Emissions,16.575,11.311,14.994,Northern Cheyenne,pr
2013,Historical Emissions,18.299,11.799,13.376,Northern Cheyenne,pr
2014,Historical Emissions,15.589,12.07,13.977,Northern Cheyenne,pr
2015,"Moderating Emissions
(SSP1-2.6)",15.437,11.971,14.286,Northern Cheyenne,pr
2015,"Middle of the Road
(SSP2-4.5)",17.893,9.76,11.641,Northern Cheyenne,pr
2015,"High Emissions
(SSP3-7.0)",17.478,10.8,13.659,Northern Cheyenne,pr
2015,"Accelerating Emissions
(SSP5-8.5)",16.529,11.598,14.098,Northern Cheyenne,pr
2016,"Moderating Emissions
(SSP1-2.6)",16.536,12.327,13.645,Northern Cheyenne,pr
2016,"Middle of the Road
(SSP2-4.5)",18.135,13.625,15.165,Northern Cheyenne,pr
2016,"High Emissions
(SSP3-7.0)",17.636,11.494,16.043,Northern Cheyenne,pr
2016,"Accelerating Emissions
(SSP5-8.5)",18.501,13.43,15.471,Northern Cheyenne,pr
2017,"Moderating Emissions
(SSP1-2.6)",17.284,14.063,15.285,Northern Cheyenne,pr
2017,"Middle of the Road
(SSP2-4.5)",17.521,11.486,14.742,Northern Cheyenne,pr
2017,"High Emissions
(SSP3-7.0)",17.463,12.314,14.702,Northern Cheyenne,pr
2017,"Accelerating Emissions
(SSP5-8.5)",18.524,10.477,14.376,Northern Cheyenne,pr
2018,"Moderating Emissions
(SSP1-2.6)",19.04,11.989,14.266,Northern Cheyenne,pr
2018,"Middle of the Road
(SSP2-4.5)",16.497,11.96,13.229,Northern Cheyenne,pr
2018,"High Emissions
(SSP3-7.0)",20.105,12.627,17.283,Northern Cheyenne,pr
2018,"Accelerating Emissions
(SSP5-8.5)",17.435,12.794,15.301,Northern Cheyenne,pr
2019,"Moderating Emissions
(SSP1-2.6)",15.921,12,13.851,Northern Cheyenne,pr
2019,"Middle of the Road
(SSP2-4.5)",16.915,12.318,13.394,Northern Cheyenne,pr
2019,"High Emissions
(SSP3-7.0)",18.325,13.691,15.169,Northern Cheyenne,pr
2019,"Accelerating Emissions
(SSP5-8.5)",19.605,9.955,11.509,Northern Cheyenne,pr
2020,"Moderating Emissions
(SSP1-2.6)",18.099,12.457,15.319,Northern Cheyenne,pr
2020,"Middle of the Road
(SSP2-4.5)",16.794,10.292,13.752,Northern Cheyenne,pr
2020,"High Emissions
(SSP3-7.0)",19.232,13.353,15.325,Northern Cheyenne,pr
2020,"Accelerating Emissions
(SSP5-8.5)",18.184,13.97,16.674,Northern Cheyenne,pr
2021,"Moderating Emissions
(SSP1-2.6)",18.634,12.338,17.414,Northern Cheyenne,pr
2021,"Middle of the Road
(SSP2-4.5)",17.603,9.97,12.951,Northern Cheyenne,pr
2021,"High Emissions
(SSP3-7.0)",16.231,11.034,14.222,Northern Cheyenne,pr
2021,"Accelerating Emissions
(SSP5-8.5)",18.472,12.404,15.214,Northern Cheyenne,pr
2022,"Moderating Emissions
(SSP1-2.6)",17.065,13.175,13.854,Northern Cheyenne,pr
2022,"Middle of the Road
(SSP2-4.5)",20.373,11.994,15.661,Northern Cheyenne,pr
2022,"High Emissions
(SSP3-7.0)",18.301,13.795,17.179,Northern Cheyenne,pr
