scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),34.9,16,22,Rocky Boy's,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),34.9,16,22,Rocky Boy's,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),30.2,15,21,Rocky Boy's,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),36.2,16,23,Rocky Boy's,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),37.9,14.7,21,Rocky Boy's,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),36,15,22,Rocky Boy's,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),46.6,19.4,24,Rocky Boy's,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),36,15,23,Rocky Boy's,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),36.6,15.1,26.5,Rocky Boy's,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),35,16,22,Rocky Boy's,con-dry
