scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),31.772,14.284,19.472,Crow,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),31.772,14.284,19.472,Crow,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),33.378,14.828,21.028,Crow,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),32.511,14,20.361,Crow,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),35.645,16.156,19.362,Crow,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),31.572,14.161,20.388,Crow,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),45.717,16.283,22.722,Crow,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),33.195,13.878,20.195,Crow,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),44.272,14.678,26.417,Crow,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),35.017,15.328,21.361,Crow,con-dry
