year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,28.123,11.8,18.462,Yellowstone Headwaters,con-dry
1951,Historical Emissions,31.216,14.015,18.692,Yellowstone Headwaters,con-dry
1952,Historical Emissions,21.2,14.216,16.077,Yellowstone Headwaters,con-dry
1953,Historical Emissions,28.216,14.892,20.154,Yellowstone Headwaters,con-dry
1954,Historical Emissions,24,10.615,15.231,Yellowstone Headwaters,con-dry
1955,Historical Emissions,32.338,14.046,18.077,Yellowstone Headwaters,con-dry
1956,Historical Emissions,30.523,18.046,22.231,Yellowstone Headwaters,con-dry
1957,Historical Emissions,27.831,11.231,20.308,Yellowstone Headwaters,con-dry
1958,Historical Emissions,26.492,12.17,18.077,Yellowstone Headwaters,con-dry
1959,Historical Emissions,23.416,9.754,15.077,Yellowstone Headwaters,con-dry
1960,Historical Emissions,23.631,13.538,18.308,Yellowstone Headwaters,con-dry
1961,Historical Emissions,27.031,15.908,19.846,Yellowstone Headwaters,con-dry
1962,Historical Emissions,24.508,13.108,17.769,Yellowstone Headwaters,con-dry
1963,Historical Emissions,23.03,11.338,16.154,Yellowstone Headwaters,con-dry
1964,Historical Emissions,20.784,14.246,16.769,Yellowstone Headwaters,con-dry
1965,Historical Emissions,27.708,12.477,23.308,Yellowstone Headwaters,con-dry
1966,Historical Emissions,28.231,11.846,17.231,Yellowstone Headwaters,con-dry
1967,Historical Emissions,29.738,12.738,17.308,Yellowstone Headwaters,con-dry
1968,Historical Emissions,18.446,14.062,16,Yellowstone Headwaters,con-dry
1969,Historical Emissions,21.784,14.708,17.923,Yellowstone Headwaters,con-dry
1970,Historical Emissions,26.693,13.847,18.231,Yellowstone Headwaters,con-dry
1971,Historical Emissions,25.354,14.431,19.692,Yellowstone Headwaters,con-dry
1972,Historical Emissions,33.985,14.816,20.308,Yellowstone Headwaters,con-dry
1973,Historical Emissions,25.4,12.862,17.846,Yellowstone Headwaters,con-dry
1974,Historical Emissions,32.23,14.138,19,Yellowstone Headwaters,con-dry
1975,Historical Emissions,20.847,14.692,18.308,Yellowstone Headwaters,con-dry
1976,Historical Emissions,23.892,12.615,17.308,Yellowstone Headwaters,con-dry
1977,Historical Emissions,22.108,12.769,18,Yellowstone Headwaters,con-dry
1978,Historical Emissions,29.385,11.446,19.769,Yellowstone Headwaters,con-dry
1979,Historical Emissions,30.831,14.077,23.077,Yellowstone Headwaters,con-dry
1980,Historical Emissions,24.323,12.723,14.846,Yellowstone Headwaters,con-dry
1981,Historical Emissions,26.261,13.908,16.077,Yellowstone Headwaters,con-dry
1982,Historical Emissions,23.077,12.354,18.077,Yellowstone Headwaters,con-dry
1983,Historical Emissions,25.754,12.738,16.692,Yellowstone Headwaters,con-dry
1984,Historical Emissions,23,13.615,15.077,Yellowstone Headwaters,con-dry
1985,Historical Emissions,22.169,12.43,17.462,Yellowstone Headwaters,con-dry
1986,Historical Emissions,21.077,12.307,16.692,Yellowstone Headwaters,con-dry
1987,Historical Emissions,22.739,12.784,17.154,Yellowstone Headwaters,con-dry
1988,Historical Emissions,26.446,12.154,16.308,Yellowstone Headwaters,con-dry
1989,Historical Emissions,19.246,13.8,17.615,Yellowstone Headwaters,con-dry
1990,Historical Emissions,23.231,13.8,17.154,Yellowstone Headwaters,con-dry
1991,Historical Emissions,25.739,16.154,24,Yellowstone Headwaters,con-dry
1992,Historical Emissions,25.246,15.892,19.538,Yellowstone Headwaters,con-dry
1993,Historical Emissions,23.139,12.431,17,Yellowstone Headwaters,con-dry
1994,Historical Emissions,25.523,13.631,16.462,Yellowstone Headwaters,con-dry
1995,Historical Emissions,29.492,16.692,20.462,Yellowstone Headwaters,con-dry
1996,Historical Emissions,35.615,14.354,19.615,Yellowstone Headwaters,con-dry
1997,Historical Emissions,24.431,13.231,18.615,Yellowstone Headwaters,con-dry
1998,Historical Emissions,29.431,13.415,15.538,Yellowstone Headwaters,con-dry
1999,Historical Emissions,22.339,16.723,19.231,Yellowstone Headwaters,con-dry
2000,Historical Emissions,29.6,16.8,22.231,Yellowstone Headwaters,con-dry
2001,Historical Emissions,17.815,13.554,15.923,Yellowstone Headwaters,con-dry
2002,Historical Emissions,32.2,15.677,19.538,Yellowstone Headwaters,con-dry
2003,Historical Emissions,30.8,13.354,19.692,Yellowstone Headwaters,con-dry
2004,Historical Emissions,30.369,11.754,17.692,Yellowstone Headwaters,con-dry
2005,Historical Emissions,31.123,15.677,18.615,Yellowstone Headwaters,con-dry
2006,Historical Emissions,30.431,14.261,17.385,Yellowstone Headwaters,con-dry
2007,Historical Emissions,18.123,11.461,16,Yellowstone Headwaters,con-dry
2008,Historical Emissions,21.416,12.415,18.154,Yellowstone Headwaters,con-dry
2009,Historical Emissions,22.246,13.954,14.769,Yellowstone Headwaters,con-dry
2010,Historical Emissions,31.339,14.369,17.615,Yellowstone Headwaters,con-dry
2011,Historical Emissions,25.307,13.877,16.846,Yellowstone Headwaters,con-dry
2012,Historical Emissions,20.708,11.631,16.615,Yellowstone Headwaters,con-dry
2013,Historical Emissions,23.4,13.246,18.769,Yellowstone Headwaters,con-dry
2014,Historical Emissions,35.954,12.846,21.692,Yellowstone Headwaters,con-dry
2015,"Moderating Emissions
(SSP1-2.6)",26.616,14.861,20.615,Yellowstone Headwaters,con-dry
