year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,43.457,42.276,42.569,Jefferson County,tas
1951,Historical Emissions,43.531,41.028,42.989,Jefferson County,tas
1952,Historical Emissions,43.147,39.827,42.247,Jefferson County,tas
1953,Historical Emissions,43.134,40.299,42.134,Jefferson County,tas
1954,Historical Emissions,44.443,40.34,41.24,Jefferson County,tas
1955,Historical Emissions,44.007,40.612,42.535,Jefferson County,tas
1956,Historical Emissions,43.793,41.119,42.682,Jefferson County,tas
1957,Historical Emissions,44.552,40.543,42.665,Jefferson County,tas
1958,Historical Emissions,43.592,41.024,42.37,Jefferson County,tas
1959,Historical Emissions,42.362,40.088,40.972,Jefferson County,tas
1960,Historical Emissions,43.54,39.851,41.457,Jefferson County,tas
1961,Historical Emissions,43.668,40.886,42.872,Jefferson County,tas
1962,Historical Emissions,42.285,40.121,41.002,Jefferson County,tas
1963,Historical Emissions,42.08,40.675,41.518,Jefferson County,tas
1964,Historical Emissions,42.791,40.23,41.535,Jefferson County,tas
1965,Historical Emissions,42.768,40.75,41.658,Jefferson County,tas
1966,Historical Emissions,44.142,41.109,41.766,Jefferson County,tas
1967,Historical Emissions,42.775,40.469,41.754,Jefferson County,tas
1968,Historical Emissions,42.709,39.053,41.439,Jefferson County,tas
1969,Historical Emissions,42.712,40.212,41.862,Jefferson County,tas
1970,Historical Emissions,43.69,41.889,42.681,Jefferson County,tas
1971,Historical Emissions,45.157,40.727,43.704,Jefferson County,tas
1972,Historical Emissions,42.795,40.646,42.007,Jefferson County,tas
1973,Historical Emissions,43.758,40.904,41.943,Jefferson County,tas
1974,Historical Emissions,43.997,40.268,41.909,Jefferson County,tas
1975,Historical Emissions,43.605,40.351,42.72,Jefferson County,tas
1976,Historical Emissions,42.854,40.164,42.242,Jefferson County,tas
1977,Historical Emissions,44.264,41.862,42.678,Jefferson County,tas
1978,Historical Emissions,44.48,40.705,42.145,Jefferson County,tas
1979,Historical Emissions,44.162,41.648,42.792,Jefferson County,tas
1980,Historical Emissions,43.463,40.967,41.972,Jefferson County,tas
1981,Historical Emissions,44.107,41.176,43.138,Jefferson County,tas
1982,Historical Emissions,43.738,41.63,42.539,Jefferson County,tas
1983,Historical Emissions,43.712,40.978,42.089,Jefferson County,tas
1984,Historical Emissions,43.571,41.669,42.947,Jefferson County,tas
1985,Historical Emissions,43.793,41.368,42.459,Jefferson County,tas
1986,Historical Emissions,43.003,40.315,41.757,Jefferson County,tas
1987,Historical Emissions,43.762,40.588,41.378,Jefferson County,tas
1988,Historical Emissions,43.278,41.409,42.393,Jefferson County,tas
1989,Historical Emissions,43.452,41.315,42.394,Jefferson County,tas
1990,Historical Emissions,45.559,41.859,43.434,Jefferson County,tas
1991,Historical Emissions,44.231,41.081,41.843,Jefferson County,tas
1992,Historical Emissions,43.275,40.716,41.375,Jefferson County,tas
1993,Historical Emissions,44.195,40.518,42.455,Jefferson County,tas
1994,Historical Emissions,44.505,41.147,42.558,Jefferson County,tas
1995,Historical Emissions,43.671,41.278,41.849,Jefferson County,tas
1996,Historical Emissions,45.288,42.838,43.773,Jefferson County,tas
