year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,9.064,8.415,8.677,Fort Peck,sfcWind
1951,Historical Emissions,8.927,8.508,8.65,Fort Peck,sfcWind
1952,Historical Emissions,9.088,8.237,8.877,Fort Peck,sfcWind
1953,Historical Emissions,9.25,8.226,8.684,Fort Peck,sfcWind
1954,Historical Emissions,9.171,8.482,8.831,Fort Peck,sfcWind
1955,Historical Emissions,9.033,8.405,8.68,Fort Peck,sfcWind
1956,Historical Emissions,9.345,8.541,9.006,Fort Peck,sfcWind
1957,Historical Emissions,9.261,8.56,9.044,Fort Peck,sfcWind
1958,Historical Emissions,8.873,8.368,8.744,Fort Peck,sfcWind
1959,Historical Emissions,9.279,8.412,8.872,Fort Peck,sfcWind
1960,Historical Emissions,9.335,8.761,9.173,Fort Peck,sfcWind
1961,Historical Emissions,9.339,8.444,8.562,Fort Peck,sfcWind
1962,Historical Emissions,9.03,8.572,8.813,Fort Peck,sfcWind
1963,Historical Emissions,9.208,8.52,8.716,Fort Peck,sfcWind
1964,Historical Emissions,9.042,8.712,8.882,Fort Peck,sfcWind
1965,Historical Emissions,9.018,8.541,8.711,Fort Peck,sfcWind
1966,Historical Emissions,9.267,8.631,8.832,Fort Peck,sfcWind
1967,Historical Emissions,9.344,8.29,8.776,Fort Peck,sfcWind
1968,Historical Emissions,9.496,8.357,8.691,Fort Peck,sfcWind
1969,Historical Emissions,9.056,8.347,8.474,Fort Peck,sfcWind
1970,Historical Emissions,9.121,8.479,8.775,Fort Peck,sfcWind
1971,Historical Emissions,9.175,8.418,8.836,Fort Peck,sfcWind
1972,Historical Emissions,8.972,8.48,8.891,Fort Peck,sfcWind
1973,Historical Emissions,9.218,8.46,8.925,Fort Peck,sfcWind
1974,Historical Emissions,9.088,8.343,8.97,Fort Peck,sfcWind
1975,Historical Emissions,9.02,8.466,8.759,Fort Peck,sfcWind
1976,Historical Emissions,9.186,8.488,8.739,Fort Peck,sfcWind
1977,Historical Emissions,8.981,8.242,8.684,Fort Peck,sfcWind
1978,Historical Emissions,8.82,8.373,8.558,Fort Peck,sfcWind
1979,Historical Emissions,8.939,8.564,8.812,Fort Peck,sfcWind
1980,Historical Emissions,9.178,8.5,8.895,Fort Peck,sfcWind
1981,Historical Emissions,9.082,8.546,8.728,Fort Peck,sfcWind
1982,Historical Emissions,9.183,8.334,8.743,Fort Peck,sfcWind
1983,Historical Emissions,8.898,8.382,8.585,Fort Peck,sfcWind
1984,Historical Emissions,9.355,8.333,8.667,Fort Peck,sfcWind
1985,Historical Emissions,9.157,8.516,8.711,Fort Peck,sfcWind
1986,Historical Emissions,9.106,8.251,8.898,Fort Peck,sfcWind
1987,Historical Emissions,9.179,8.313,8.736,Fort Peck,sfcWind
1988,Historical Emissions,8.976,8.498,8.906,Fort Peck,sfcWind
1989,Historical Emissions,9.027,8.465,8.942,Fort Peck,sfcWind
1990,Historical Emissions,9.228,8.441,8.914,Fort Peck,sfcWind
1991,Historical Emissions,9.022,8.58,8.896,Fort Peck,sfcWind
1992,Historical Emissions,9.17,8.686,8.85,Fort Peck,sfcWind
1993,Historical Emissions,9.066,8.512,8.744,Fort Peck,sfcWind
1994,Historical Emissions,9.298,8.195,8.804,Fort Peck,sfcWind
1995,Historical Emissions,9.372,8.643,8.906,Fort Peck,sfcWind
1996,Historical Emissions,9.246,8.512,8.998,Fort Peck,sfcWind
1997,Historical Emissions,9.139,8.379,8.615,Fort Peck,sfcWind
1998,Historical Emissions,9.111,8.475,8.946,Fort Peck,sfcWind
1999,Historical Emissions,9.008,8.567,8.802,Fort Peck,sfcWind
2000,Historical Emissions,9.033,8.513,8.823,Fort Peck,sfcWind
2001,Historical Emissions,9.108,8.233,8.791,Fort Peck,sfcWind
2002,Historical Emissions,9.288,8.396,8.899,Fort Peck,sfcWind
2003,Historical Emissions,8.972,8.516,8.812,Fort Peck,sfcWind
