scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),31,15.053,20.666,Dillon,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),31,15.053,20.666,Dillon,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),28.449,14.52,21.811,Dillon,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),29.98,15.324,21,Dillon,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),30.611,16.551,22.211,Dillon,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),31.82,14.689,21.011,Dillon,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),26.997,13.606,20.033,Dillon,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),31.291,14.909,20.534,Dillon,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),32.576,17.938,20.767,Dillon,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),32.606,14.287,21.111,Dillon,con-dry
