year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,35.855,14.1,21.001,Crow,above90
1951,Historical Emissions,39.056,7.623,24.166,Crow,above90
1952,Historical Emissions,34.8,11.445,24.723,Crow,above90
1953,Historical Emissions,36.222,11.201,20.61,Crow,above90
1954,Historical Emissions,37.301,8.434,21.445,Crow,above90
1955,Historical Emissions,32.31,17.244,20.778,Crow,above90
1956,Historical Emissions,45.656,15.122,20.944,Crow,above90
1957,Historical Emissions,44.122,8.955,21.667,Crow,above90
1958,Historical Emissions,34.611,12.267,17.834,Crow,above90
1959,Historical Emissions,23.945,7.479,14.111,Crow,above90
1960,Historical Emissions,36.367,10.578,15.223,Crow,above90
1961,Historical Emissions,27.701,7.499,12.501,Crow,above90
1962,Historical Emissions,36.955,14.467,27.223,Crow,above90
1963,Historical Emissions,20.622,8.212,16.333,Crow,above90
1964,Historical Emissions,30.077,7.211,26.778,Crow,above90
1965,Historical Emissions,25.167,7.445,17.278,Crow,above90
1966,Historical Emissions,37.177,10.367,13.167,Crow,above90
1967,Historical Emissions,30.9,9.856,18.723,Crow,above90
1968,Historical Emissions,26.789,10.367,17.11,Crow,above90
1969,Historical Emissions,27.299,13.178,20.167,Crow,above90
1970,Historical Emissions,27.8,10.845,19.167,Crow,above90
1971,Historical Emissions,35.378,11.766,21.5,Crow,above90
1972,Historical Emissions,24.178,8.223,18.056,Crow,above90
1973,Historical Emissions,33.745,6.345,20.722,Crow,above90
1974,Historical Emissions,24.022,3.556,13.89,Crow,above90
1975,Historical Emissions,28,9.122,17.612,Crow,above90
1976,Historical Emissions,27.366,10.167,16.5,Crow,above90
1977,Historical Emissions,36.433,7.588,15.445,Crow,above90
1978,Historical Emissions,27.633,11.411,19.5,Crow,above90
1979,Historical Emissions,29.389,6.033,20.945,Crow,above90
1980,Historical Emissions,29.922,5.622,16.223,Crow,above90
1981,Historical Emissions,28.767,17.233,21.167,Crow,above90
1982,Historical Emissions,31.2,10.2,18.389,Crow,above90
1983,Historical Emissions,22.567,8.321,13.278,Crow,above90
1984,Historical Emissions,24.011,13.533,17.445,Crow,above90
1985,Historical Emissions,30.477,12.822,26.279,Crow,above90
1986,Historical Emissions,31.633,11.377,21.612,Crow,above90
1987,Historical Emissions,33.856,5.255,18,Crow,above90
1988,Historical Emissions,23.355,7.678,15.001,Crow,above90
1989,Historical Emissions,31.845,11.344,18.333,Crow,above90
1990,Historical Emissions,42.622,20.189,29.556,Crow,above90
1991,Historical Emissions,30.222,10.956,16.61,Crow,above90
1992,Historical Emissions,28.6,6.756,17.445,Crow,above90
1993,Historical Emissions,24.823,10.366,17.222,Crow,above90
1994,Historical Emissions,33.633,8.888,17.056,Crow,above90
1995,Historical Emissions,38.233,17.701,32.167,Crow,above90
1996,Historical Emissions,54.09,22.244,36.222,Crow,above90
1997,Historical Emissions,33.934,12.745,22.278,Crow,above90
1998,Historical Emissions,35.088,15.533,22.444,Crow,above90
1999,Historical Emissions,33.223,15.377,20.055,Crow,above90
2000,Historical Emissions,37.966,16.978,30.111,Crow,above90
2001,Historical Emissions,35.622,14.588,29.833,Crow,above90
2002,Historical Emissions,47.5,23.967,28.666,Crow,above90
2003,Historical Emissions,42.755,21.178,33.778,Crow,above90
2004,Historical Emissions,51.568,18.823,29.889,Crow,above90
2005,Historical Emissions,45.032,22.534,37.389,Crow,above90
2006,Historical Emissions,48.023,10.333,28.5,Crow,above90
2007,Historical Emissions,32.089,21.023,24.277,Crow,above90
2008,Historical Emissions,50.533,14.812,29.722,Crow,above90
2009,Historical Emissions,37.911,17.589,29.556,Crow,above90
2010,Historical Emissions,39.134,19.745,22.611,Crow,above90
2011,Historical Emissions,47.944,22.377,34.056,Crow,above90
2012,Historical Emissions,43.012,24.567,33.778,Crow,above90
2013,Historical Emissions,52.678,24.345,38.278,Crow,above90
2014,Historical Emissions,57.945,21.3,33.666,Crow,above90
2015,"Moderating Emissions
(SSP1-2.6)",46.634,35.033,40.167,Crow,above90
2015,"Middle of the Road
(SSP2-4.5)",55.333,26.933,45.167,Crow,above90
2015,"High Emissions
(SSP3-7.0)",50.667,27.312,34.222,Crow,above90
2015,"Accelerating Emissions
(SSP5-8.5)",49.745,23.945,31.833,Crow,above90
2016,"Moderating Emissions
(SSP1-2.6)",52.766,27.722,38.612,Crow,above90
2016,"Middle of the Road
(SSP2-4.5)",46.189,20.956,32.778,Crow,above90
2016,"High Emissions
(SSP3-7.0)",54.8,29.133,40.611,Crow,above90
2016,"Accelerating Emissions
(SSP5-8.5)",46.577,24.078,36.778,Crow,above90
2017,"Moderating Emissions
(SSP1-2.6)",58.5,25.422,38.555,Crow,above90
2017,"Middle of the Road
(SSP2-4.5)",46.111,24.744,34.611,Crow,above90
2017,"High Emissions
(SSP3-7.0)",46.166,18.911,33.222,Crow,above90
2017,"Accelerating Emissions
(SSP5-8.5)",52.711,25.8,37.111,Crow,above90
2018,"Moderating Emissions
(SSP1-2.6)",52.589,20.011,38.833,Crow,above90
2018,"Middle of the Road
(SSP2-4.5)",52.422,15.456,34.556,Crow,above90
2018,"High Emissions
(SSP3-7.0)",42.379,13.234,36.666,Crow,above90
2018,"Accelerating Emissions
(SSP5-8.5)",53.867,20.166,25.556,Crow,above90
2019,"Moderating Emissions
(SSP1-2.6)",51.122,25.411,43.555,Crow,above90
2019,"Middle of the Road
(SSP2-4.5)",54.267,24.522,39.833,Crow,above90
2019,"High Emissions
(SSP3-7.0)",46.455,15.699,28.555,Crow,above90
2019,"Accelerating Emissions
(SSP5-8.5)",74.011,23.755,32.5,Crow,above90
2020,"Moderating Emissions
(SSP1-2.6)",59.933,16.734,39.167,Crow,above90
2020,"Middle of the Road
(SSP2-4.5)",47.056,28.467,33.112,Crow,above90
2020,"High Emissions
(SSP3-7.0)",56.411,17.422,31.612,Crow,above90
