scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),30,14.143,20,Blackfeet,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),30,14.143,20,Blackfeet,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),34.079,14.643,20.5,Blackfeet,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),30.329,14.136,20.285,Blackfeet,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),32.379,13.936,18.714,Blackfeet,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),31.514,13.993,20,Blackfeet,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),31.378,17.728,21.893,Blackfeet,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),30.307,14.064,21.178,Blackfeet,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),42.136,15.193,23.893,Blackfeet,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),28.958,15.343,20.678,Blackfeet,con-dry
