year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,267.067,210,249.667,Silver Bow County,dry-days
1951,Historical Emissions,260.667,225.2,234.333,Silver Bow County,dry-days
1952,Historical Emissions,258.533,223.267,239.667,Silver Bow County,dry-days
1953,Historical Emissions,254.733,220.467,241,Silver Bow County,dry-days
1954,Historical Emissions,250,210.8,232,Silver Bow County,dry-days
1955,Historical Emissions,264.733,221.2,246,Silver Bow County,dry-days
1956,Historical Emissions,261.067,212.067,237.333,Silver Bow County,dry-days
1957,Historical Emissions,264.533,211.733,226,Silver Bow County,dry-days
1958,Historical Emissions,249.133,205.267,230.667,Silver Bow County,dry-days
1959,Historical Emissions,251.6,208.933,228,Silver Bow County,dry-days
1960,Historical Emissions,254.733,197.8,238.333,Silver Bow County,dry-days
1961,Historical Emissions,256,225.667,233.333,Silver Bow County,dry-days
1962,Historical Emissions,270.933,206.2,230.333,Silver Bow County,dry-days
1963,Historical Emissions,247.133,213.867,234,Silver Bow County,dry-days
1964,Historical Emissions,250.133,217.133,237.333,Silver Bow County,dry-days
1965,Historical Emissions,258.467,214.067,242.667,Silver Bow County,dry-days
1966,Historical Emissions,253.733,195.467,235,Silver Bow County,dry-days
1967,Historical Emissions,257.8,214.2,242,Silver Bow County,dry-days
1968,Historical Emissions,242.667,209.133,234.333,Silver Bow County,dry-days
1969,Historical Emissions,248.933,217.6,238,Silver Bow County,dry-days
1970,Historical Emissions,253.6,215.733,224.333,Silver Bow County,dry-days
1971,Historical Emissions,265,209.933,248.333,Silver Bow County,dry-days
1972,Historical Emissions,251.933,216.067,239,Silver Bow County,dry-days
1973,Historical Emissions,261,218.267,227.667,Silver Bow County,dry-days
1974,Historical Emissions,253.8,206.8,244.333,Silver Bow County,dry-days
1975,Historical Emissions,260.333,214,240.333,Silver Bow County,dry-days
1976,Historical Emissions,255.867,211.133,242.333,Silver Bow County,dry-days
1977,Historical Emissions,249.667,204.533,241.333,Silver Bow County,dry-days
1978,Historical Emissions,241.2,220.2,229.667,Silver Bow County,dry-days
1979,Historical Emissions,250.133,205.4,241.667,Silver Bow County,dry-days
1980,Historical Emissions,265.867,205.867,240.667,Silver Bow County,dry-days
1981,Historical Emissions,271.867,197.2,234,Silver Bow County,dry-days
1982,Historical Emissions,254.4,209.933,228,Silver Bow County,dry-days
1983,Historical Emissions,259.4,218.8,240,Silver Bow County,dry-days
1984,Historical Emissions,254.533,214.467,240,Silver Bow County,dry-days
1985,Historical Emissions,258.733,200.533,239.667,Silver Bow County,dry-days
1986,Historical Emissions,245.6,212,228.333,Silver Bow County,dry-days
1987,Historical Emissions,247,194.8,232.667,Silver Bow County,dry-days
1988,Historical Emissions,250.133,215.733,240.333,Silver Bow County,dry-days
1989,Historical Emissions,249.733,219.267,236,Silver Bow County,dry-days
1990,Historical Emissions,254.6,209.867,239,Silver Bow County,dry-days
1991,Historical Emissions,263.333,194.467,242.333,Silver Bow County,dry-days
1992,Historical Emissions,253.533,227.933,241.667,Silver Bow County,dry-days
1993,Historical Emissions,256.133,199.8,240,Silver Bow County,dry-days
1994,Historical Emissions,252.333,214.933,231,Silver Bow County,dry-days
1995,Historical Emissions,258.733,210.8,237.667,Silver Bow County,dry-days
1996,Historical Emissions,274.333,216.733,247.667,Silver Bow County,dry-days
1997,Historical Emissions,246.733,223.8,235.667,Silver Bow County,dry-days
