scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Apr,Mid Century (2040-2069),18.864,8.001,12.976,Malta,freeze-free
Historical Emissions,Aug,Mid Century (2040-2069),31,30.695,30.945,Malta,freeze-free
Historical Emissions,Dec,Mid Century (2040-2069),4.84,0.166,1.768,Malta,freeze-free
Historical Emissions,Feb,Mid Century (2040-2069),4.612,0.182,1.429,Malta,freeze-free
Historical Emissions,Jan,Mid Century (2040-2069),4.279,0.08,1.484,Malta,freeze-free
Historical Emissions,Jul,Mid Century (2040-2069),31,30.844,30.961,Malta,freeze-free
Historical Emissions,Jun,Mid Century (2040-2069),29.912,28.993,29.661,Malta,freeze-free
Historical Emissions,Mar,Mid Century (2040-2069),7.153,0.592,2.74,Malta,freeze-free
Historical Emissions,May,Mid Century (2040-2069),29.456,23.86,27.244,Malta,freeze-free
Historical Emissions,Nov,Mid Century (2040-2069),9.159,2.072,4.937,Malta,freeze-free
Historical Emissions,Oct,Mid Century (2040-2069),22.268,11.833,17.071,Malta,freeze-free
Historical Emissions,Sep,Mid Century (2040-2069),29.581,24.884,28.122,Malta,freeze-free
Historical Emissions,Apr,End-of-Century (2070-2099),18.864,8.001,12.976,Malta,freeze-free
Historical Emissions,Aug,End-of-Century (2070-2099),31,30.695,30.945,Malta,freeze-free
Historical Emissions,Dec,End-of-Century (2070-2099),4.84,0.166,1.768,Malta,freeze-free
Historical Emissions,Feb,End-of-Century (2070-2099),4.612,0.182,1.429,Malta,freeze-free
Historical Emissions,Jan,End-of-Century (2070-2099),4.279,0.08,1.484,Malta,freeze-free
Historical Emissions,Jul,End-of-Century (2070-2099),31,30.844,30.961,Malta,freeze-free
Historical Emissions,Jun,End-of-Century (2070-2099),29.912,28.993,29.661,Malta,freeze-free
Historical Emissions,Mar,End-of-Century (2070-2099),7.153,0.592,2.74,Malta,freeze-free
Historical Emissions,May,End-of-Century (2070-2099),29.456,23.86,27.244,Malta,freeze-free
Historical Emissions,Nov,End-of-Century (2070-2099),9.159,2.072,4.937,Malta,freeze-free
Historical Emissions,Oct,End-of-Century (2070-2099),22.268,11.833,17.071,Malta,freeze-free
Historical Emissions,Sep,End-of-Century (2070-2099),29.581,24.884,28.122,Malta,freeze-free
"Moderating Emissions
(SSP1-2.6)",Apr,End-of-Century (2070-2099),22.436,13.83,17.953,Malta,freeze-free
