year,scenario,upper,lower,value,location,variable
1950,Historical Emissions,0.751,0.039,0.307,Malta,wet-days
1951,Historical Emissions,0.822,0,0.173,Malta,wet-days
1952,Historical Emissions,0.915,0.096,0.465,Malta,wet-days
1953,Historical Emissions,0.538,0.085,0.212,Malta,wet-days
1954,Historical Emissions,1.435,0.222,0.434,Malta,wet-days
1955,Historical Emissions,0.745,0,0.355,Malta,wet-days
1956,Historical Emissions,0.638,0.013,0.307,Malta,wet-days
1957,Historical Emissions,0.957,0.146,0.362,Malta,wet-days
1958,Historical Emissions,1.175,0.044,0.299,Malta,wet-days
1959,Historical Emissions,0.929,0.05,0.394,Malta,wet-days
1960,Historical Emissions,0.701,0.075,0.244,Malta,wet-days
1961,Historical Emissions,0.857,0,0.331,Malta,wet-days
1962,Historical Emissions,0.782,0.175,0.323,Malta,wet-days
1963,Historical Emissions,0.707,0.006,0.307,Malta,wet-days
1964,Historical Emissions,0.895,0.038,0.409,Malta,wet-days
1965,Historical Emissions,0.45,0.046,0.118,Malta,wet-days
1966,Historical Emissions,1.171,0.095,0.52,Malta,wet-days
1967,Historical Emissions,0.842,0.049,0.268,Malta,wet-days
1968,Historical Emissions,0.819,0.101,0.292,Malta,wet-days
1969,Historical Emissions,0.265,0.026,0.095,Malta,wet-days
1970,Historical Emissions,0.813,0.019,0.165,Malta,wet-days
1971,Historical Emissions,0.729,0,0.094,Malta,wet-days
1972,Historical Emissions,0.485,0.168,0.236,Malta,wet-days
1973,Historical Emissions,0.41,0.036,0.055,Malta,wet-days
1974,Historical Emissions,0.676,0.021,0.417,Malta,wet-days
1975,Historical Emissions,1.044,0.008,0.37,Malta,wet-days
1976,Historical Emissions,1.228,0.146,0.528,Malta,wet-days
1977,Historical Emissions,0.759,0.013,0.212,Malta,wet-days
1978,Historical Emissions,0.976,0.122,0.504,Malta,wet-days
1979,Historical Emissions,0.861,0.058,0.323,Malta,wet-days
1980,Historical Emissions,0.974,0.021,0.126,Malta,wet-days
1981,Historical Emissions,0.927,0.034,0.181,Malta,wet-days
1982,Historical Emissions,0.817,0,0.504,Malta,wet-days
1983,Historical Emissions,0.74,0.013,0.472,Malta,wet-days
1984,Historical Emissions,0.38,0.058,0.174,Malta,wet-days
1985,Historical Emissions,0.634,0.082,0.205,Malta,wet-days
1986,Historical Emissions,0.953,0.013,0.316,Malta,wet-days
1987,Historical Emissions,0.44,0.038,0.15,Malta,wet-days
1988,Historical Emissions,0.45,0.123,0.252,Malta,wet-days
1989,Historical Emissions,0.933,0.016,0.567,Malta,wet-days
1990,Historical Emissions,1.893,0.03,0.173,Malta,wet-days
1991,Historical Emissions,0.682,0.118,0.402,Malta,wet-days
1992,Historical Emissions,0.575,0,0.166,Malta,wet-days
1993,Historical Emissions,1.056,0.061,0.473,Malta,wet-days
1994,Historical Emissions,0.252,0.006,0.055,Malta,wet-days
1995,Historical Emissions,0.765,0,0.307,Malta,wet-days
1996,Historical Emissions,0.284,0,0.087,Malta,wet-days
1997,Historical Emissions,0.975,0,0.332,Malta,wet-days
1998,Historical Emissions,0.951,0.278,0.386,Malta,wet-days
1999,Historical Emissions,1.096,0.093,0.417,Malta,wet-days
2000,Historical Emissions,1.05,0.192,0.81,Malta,wet-days
