scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),31,14,19.75,Northern Cheyenne,con-dry
Historical Emissions,Jan,End-of-Century (2070-2099),31,14,19.75,Northern Cheyenne,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),28.15,13.925,20,Northern Cheyenne,con-dry
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),32,14,20.5,Northern Cheyenne,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),36.3,16.1,19.75,Northern Cheyenne,con-dry
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),31,14,20.875,Northern Cheyenne,con-dry
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),43.525,16.35,21.25,Northern Cheyenne,con-dry
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),34.1,14,20.375,Northern Cheyenne,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),46.375,14.925,23.125,Northern Cheyenne,con-dry
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),34.55,14.725,21.5,Northern Cheyenne,con-dry
