variable,time,mn,mx
tmmn,dec,256.144287109375,268.5389099121094
tmmn,feb,255.8968505859375,268.38128662109375
tmmn,jan,254.78773498535156,268.3498840332031
tmmn,jul,272.89044189453125,288.93902587890625
tmmn,jun,269.5037841796875,285.1877746582031
tmmn,mar,258.5921630859375,271.5836486816406
tmmn,may,265.54022216796875,280.2099914550781
tmmn,nov,259.1135559082031,271.6075439453125
tmmn,oct,263.9841003417969,276.73162841796875
tmmn,sep,268.94732666015625,282.8602294921875
tmmx,annual,275.2763977050781,290.6009826660156
tmmx,apr,273.78887939453125,290.1895446777344
tmmx,aug,286.812255859375,305.4911804199219
tmmx,dec,264.6952819824219,277.5187072753906
tmmx,feb,267.1844787597656,278.7408142089844
tmmx,jan,266.0143127441406,277.4847412109375
tmmx,jul,287.8709716796875,306.1104431152344
tmmx,jun,282.6468811035156,300.7993469238281
tmmx,mar,271.454833984375,284.93450927734375
tmmx,may,278.1868896484375,295.5677490234375
tmmx,nov,268.3758850097656,282.51312255859375
tmmx,oct,273.9468688964844,290.4532165527344
tmmx,sep,281.5696716308594,299.5267639160156
vpd,annual,0.288791686296463,1.0276298522949219
vpd,apr,0.22380000352859497,0.8124889135360718
vpd,aug,0.6426236629486084,2.1540751457214355
vpd,dec,0.05047311633825302,0.3696344196796417
vpd,feb,0.07021962106227875,0.4011978507041931
vpd,jan,0.05445161089301109,0.366451621055603
vpd,jul,0.6562580466270447,2.199860095977783
vpd,jun,0.3984222114086151,1.4642221927642822
vpd,mar,0.15158064663410187,0.5939677357673645
vpd,may,0.3096666634082794,1.0976558923721313
vpd,nov,0.08385555446147919,0.5398111343383789
vpd,oct,0.18111827969551086,0.8551182746887207
vpd,sep,0.43560001254081726,1.534999966621399
vs,annual,2.4682679176330566,7.057560443878174
vs,apr,2.8253333568573,6.869777679443359
vs,aug,2.1292471885681152,5.1654839515686035
vs,dec,2.4524731636047363,9.122580528259277
vs,feb,2.4025042057037354,8.069741249084473
vs,jan,2.397634506225586,9.233978271484375
vs,jul,2.081505298614502,5.338602066040039
vs,jun,2.3681111335754395,6.252999782562256
vs,mar,2.5702149868011475,7.580322742462158
vs,may,2.6163439750671387,6.212688446044922
vs,nov,2.5299999713897705,8.922778129577637
vs,oct,2.6208600997924805,7.650752544403076
vs,sep,2.365999937057495,6.058888912200928
